subject_id,story,strategy,altruistic_status_second,annoyed,satisfied,understood,pass_attention
0334bd683c98bf8ad3c57a1b1d7b4718,fundraising,repeating,equal,1,5,yes,TRUE
29609eb9e41904622ad6869fa110531c,group project,repeating,less,2,2,yes,TRUE
29609eb9e41904622ad6869fa110531c,babysitting,repeating,more,0,6,yes,TRUE
29609eb9e41904622ad6869fa110531c,housemates,repeating,less,0,6,yes,TRUE
29609eb9e41904622ad6869fa110531c,feedback,alternating,less,0,4,yes,TRUE
29609eb9e41904622ad6869fa110531c,concerts,alternating,just_met,0,6,yes,TRUE
29609eb9e41904622ad6869fa110531c,groceries,repeating,equal,0,6,yes,TRUE
29609eb9e41904622ad6869fa110531c,police,alternating,less,0,6,yes,TRUE
29609eb9e41904622ad6869fa110531c,fundraising,alternating,more,2,4,yes,TRUE
29609eb9e41904622ad6869fa110531c,weekend,alternating,just_met,0,6,yes,TRUE
29609eb9e41904622ad6869fa110531c,architects,repeating,equal,0,6,yes,TRUE
29609eb9e41904622ad6869fa110531c,gifts,alternating,equal,0,6,yes,TRUE
29609eb9e41904622ad6869fa110531c,scheduling,repeating,more,0,6,yes,TRUE
29609eb9e41904622ad6869fa110531c,family meals,alternating,equal,0,6,yes,TRUE
29609eb9e41904622ad6869fa110531c,meeting prep,repeating,just_met,0,6,yes,TRUE
29609eb9e41904622ad6869fa110531c,coffee,alternating,more,1,6,yes,TRUE
29609eb9e41904622ad6869fa110531c,restaurant,repeating,just_met,0,6,yes,TRUE
821eb5095d5427a178420838220a2c1e,group project,alternating,less,2,1,yes,TRUE
821eb5095d5427a178420838220a2c1e,gifts,repeating,less,0,5,yes,TRUE
821eb5095d5427a178420838220a2c1e,fundraising,alternating,just_met,0,5,yes,TRUE
821eb5095d5427a178420838220a2c1e,architects,alternating,just_met,0,4,yes,TRUE
821eb5095d5427a178420838220a2c1e,police,alternating,more,0,6,yes,TRUE
821eb5095d5427a178420838220a2c1e,feedback,repeating,just_met,1,2,yes,TRUE
821eb5095d5427a178420838220a2c1e,babysitting,repeating,just_met,0,6,yes,TRUE
821eb5095d5427a178420838220a2c1e,concerts,repeating,more,0,4,yes,TRUE
821eb5095d5427a178420838220a2c1e,restaurant,repeating,less,0,5,yes,TRUE
821eb5095d5427a178420838220a2c1e,meeting prep,alternating,more,0,5,yes,TRUE
821eb5095d5427a178420838220a2c1e,family meals,alternating,equal,0,6,yes,TRUE
821eb5095d5427a178420838220a2c1e,coffee,alternating,equal,0,6,yes,TRUE
821eb5095d5427a178420838220a2c1e,weekend,repeating,equal,0,5,yes,TRUE
821eb5095d5427a178420838220a2c1e,housemates,repeating,equal,0,4,yes,TRUE
821eb5095d5427a178420838220a2c1e,scheduling,alternating,less,0,5,yes,TRUE
821eb5095d5427a178420838220a2c1e,groceries,repeating,more,0,6,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,police,alternating,equal,0,6,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,groceries,repeating,more,0,6,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,meeting prep,repeating,less,1,4,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,feedback,alternating,equal,0,6,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,gifts,alternating,more,2,4,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,weekend,alternating,less,0,5,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,babysitting,alternating,just_met,0,6,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,architects,repeating,more,0,5,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,coffee,repeating,just_met,0,5,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,group project,repeating,equal,3,3,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,fundraising,repeating,just_met,2,3,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,family meals,alternating,more,0,6,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,housemates,repeating,equal,0,5,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,concerts,alternating,less,0,6,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,scheduling,alternating,just_met,0,5,yes,TRUE
e1cc628812f7e403c482ae97e60a71d1,restaurant,repeating,less,0,6,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,gifts,repeating,more,1,5,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,family meals,repeating,just_met,2,5,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,concerts,alternating,less,0,6,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,weekend,alternating,just_met,1,4,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,groceries,alternating,less,0,6,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,meeting prep,repeating,less,4,1,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,coffee,repeating,just_met,0,5,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,fundraising,alternating,equal,2,2,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,scheduling,alternating,more,1,5,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,feedback,repeating,equal,3,3,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,group project,alternating,more,1,5,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,restaurant,repeating,more,0,5,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,housemates,alternating,just_met,0,6,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,architects,alternating,equal,0,6,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,babysitting,repeating,equal,0,6,yes,TRUE
628253d4da5de9c7e8da7221c52f412e,police,repeating,less,0,6,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,feedback,repeating,just_met,1,3,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,group project,alternating,more,0,6,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,weekend,repeating,more,0,5,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,meeting prep,alternating,equal,0,6,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,fundraising,repeating,just_met,3,2,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,concerts,repeating,equal,0,6,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,babysitting,repeating,less,3,4,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,architects,repeating,less,4,0,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,groceries,alternating,just_met,0,6,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,gifts,alternating,equal,0,6,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,family meals,alternating,just_met,0,6,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,coffee,alternating,more,2,6,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,restaurant,alternating,less,1,6,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,housemates,alternating,less,3,6,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,scheduling,repeating,equal,0,6,yes,TRUE
d6d607e8ea2220c319d53963078c2db2,police,repeating,more,0,4,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,concerts,repeating,less,0,3,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,babysitting,repeating,just_met,0,5,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,gifts,alternating,less,0,6,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,scheduling,repeating,less,0,5,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,weekend,repeating,equal,0,5,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,architects,repeating,just_met,1,5,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,meeting prep,alternating,less,0,4,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,group project,alternating,equal,0,6,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,police,repeating,equal,0,6,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,family meals,repeating,more,0,6,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,fundraising,alternating,more,0,5,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,groceries,repeating,more,0,6,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,restaurant,alternating,just_met,0,6,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,coffee,alternating,equal,0,6,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,feedback,alternating,more,0,4,yes,TRUE
d0fb12c8a2a5841f6cfb5947c91a7520,housemates,alternating,just_met,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,feedback,repeating,more,0,5,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,coffee,alternating,less,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,scheduling,repeating,less,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,concerts,repeating,equal,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,restaurant,alternating,equal,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,architects,repeating,just_met,0,5,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,housemates,alternating,more,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,babysitting,repeating,less,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,fundraising,alternating,less,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,meeting prep,alternating,equal,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,family meals,alternating,just_met,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,police,repeating,more,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,weekend,repeating,equal,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,group project,alternating,more,0,5,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,groceries,repeating,just_met,0,6,yes,TRUE
9505ed51dc3d4532a92f4077b69f14f0,gifts,alternating,just_met,0,6,yes,TRUE
817fada6ffd957fedafb4658c3048035,family meals,alternating,more,0,5,yes,TRUE
817fada6ffd957fedafb4658c3048035,coffee,repeating,just_met,0,5,yes,TRUE
817fada6ffd957fedafb4658c3048035,concerts,alternating,less,0,4,yes,TRUE
817fada6ffd957fedafb4658c3048035,architects,repeating,more,2,3,yes,TRUE
817fada6ffd957fedafb4658c3048035,group project,repeating,equal,4,1,yes,TRUE
817fada6ffd957fedafb4658c3048035,scheduling,alternating,just_met,0,5,yes,TRUE
817fada6ffd957fedafb4658c3048035,police,alternating,equal,0,6,yes,TRUE
817fada6ffd957fedafb4658c3048035,gifts,alternating,more,1,4,yes,TRUE
817fada6ffd957fedafb4658c3048035,restaurant,repeating,less,0,6,yes,TRUE
817fada6ffd957fedafb4658c3048035,meeting prep,repeating,less,2,2,yes,TRUE
817fada6ffd957fedafb4658c3048035,feedback,alternating,equal,0,5,yes,TRUE
817fada6ffd957fedafb4658c3048035,fundraising,repeating,just_met,3,2,yes,TRUE
817fada6ffd957fedafb4658c3048035,babysitting,alternating,just_met,0,6,yes,TRUE
817fada6ffd957fedafb4658c3048035,groceries,repeating,more,0,5,yes,TRUE
817fada6ffd957fedafb4658c3048035,weekend,alternating,less,1,4,yes,TRUE
817fada6ffd957fedafb4658c3048035,housemates,repeating,equal,2,3,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,groceries,alternating,less,0,5,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,gifts,repeating,less,0,6,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,coffee,repeating,equal,0,5,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,concerts,alternating,more,0,6,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,family meals,repeating,less,0,6,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,fundraising,repeating,equal,0,5,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,babysitting,alternating,equal,0,6,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,police,repeating,just_met,0,5,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,weekend,alternating,more,0,6,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,scheduling,alternating,equal,0,5,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,housemates,alternating,just_met,0,6,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,meeting prep,repeating,more,1,5,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,architects,alternating,less,1,4,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,group project,alternating,just_met,2,4,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,restaurant,repeating,more,0,4,yes,TRUE
1dd9b499ff387e1a39e2f5e52f75c34c,feedback,repeating,just_met,0,6,yes,TRUE
aeed2150917e175352ac5acac30712da,gifts,repeating,just_met,0,6,yes,TRUE
aeed2150917e175352ac5acac30712da,coffee,repeating,less,0,5,yes,TRUE
aeed2150917e175352ac5acac30712da,family meals,alternating,equal,0,6,yes,TRUE
aeed2150917e175352ac5acac30712da,weekend,alternating,less,1,4,yes,TRUE
aeed2150917e175352ac5acac30712da,architects,repeating,more,0,4,yes,TRUE
aeed2150917e175352ac5acac30712da,housemates,alternating,more,0,4,yes,TRUE
aeed2150917e175352ac5acac30712da,police,alternating,less,1,3,yes,TRUE
aeed2150917e175352ac5acac30712da,fundraising,repeating,equal,0,6,yes,TRUE
aeed2150917e175352ac5acac30712da,scheduling,alternating,just_met,0,5,yes,TRUE
aeed2150917e175352ac5acac30712da,concerts,alternating,just_met,0,6,yes,TRUE
aeed2150917e175352ac5acac30712da,meeting prep,repeating,just_met,1,3,yes,TRUE
aeed2150917e175352ac5acac30712da,group project,repeating,less,0,6,yes,TRUE
aeed2150917e175352ac5acac30712da,feedback,repeating,equal,1,4,yes,TRUE
aeed2150917e175352ac5acac30712da,restaurant,alternating,more,0,5,yes,TRUE
aeed2150917e175352ac5acac30712da,groceries,alternating,equal,0,6,yes,TRUE
aeed2150917e175352ac5acac30712da,babysitting,repeating,more,4,0,yes,TRUE
8603c3b97583fa773c3527542363fd57,coffee,alternating,just_met,0,0,yes,TRUE
8603c3b97583fa773c3527542363fd57,babysitting,alternating,equal,0,6,yes,TRUE
8603c3b97583fa773c3527542363fd57,concerts,alternating,more,0,5,yes,TRUE
8603c3b97583fa773c3527542363fd57,scheduling,alternating,more,1,2,yes,TRUE
8603c3b97583fa773c3527542363fd57,groceries,repeating,less,2,5,yes,TRUE
8603c3b97583fa773c3527542363fd57,weekend,repeating,just_met,3,5,yes,TRUE
8603c3b97583fa773c3527542363fd57,family meals,repeating,less,2,5,yes,TRUE
8603c3b97583fa773c3527542363fd57,feedback,alternating,less,0,5,yes,TRUE
8603c3b97583fa773c3527542363fd57,police,repeating,just_met,1,6,yes,TRUE
8603c3b97583fa773c3527542363fd57,group project,alternating,just_met,0,4,yes,TRUE
8603c3b97583fa773c3527542363fd57,meeting prep,repeating,more,0,4,yes,TRUE
8603c3b97583fa773c3527542363fd57,restaurant,repeating,equal,0,3,yes,TRUE
8603c3b97583fa773c3527542363fd57,architects,alternating,equal,0,5,yes,TRUE
8603c3b97583fa773c3527542363fd57,fundraising,alternating,less,0,5,yes,TRUE
8603c3b97583fa773c3527542363fd57,housemates,repeating,equal,4,3,yes,TRUE
8603c3b97583fa773c3527542363fd57,gifts,repeating,more,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,architects,repeating,less,2,4,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,concerts,repeating,more,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,gifts,alternating,less,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,babysitting,repeating,equal,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,police,alternating,just_met,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,weekend,repeating,more,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,fundraising,alternating,equal,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,scheduling,repeating,equal,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,group project,repeating,just_met,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,coffee,alternating,equal,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,meeting prep,alternating,more,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,family meals,alternating,less,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,housemates,repeating,just_met,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,feedback,alternating,just_met,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,groceries,repeating,less,0,6,yes,TRUE
c2f42dde81ce5ccae0840b40d4301c88,restaurant,alternating,more,0,6,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,scheduling,alternating,less,0,3,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,concerts,alternating,less,0,5,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,group project,repeating,equal,3,0,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,weekend,alternating,equal,0,6,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,groceries,alternating,more,0,6,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,restaurant,repeating,just_met,0,6,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,meeting prep,repeating,less,0,3,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,babysitting,alternating,just_met,0,6,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,gifts,repeating,less,0,3,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,family meals,alternating,more,0,6,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,housemates,repeating,just_met,0,6,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,feedback,repeating,more,0,6,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,coffee,repeating,equal,0,6,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,police,alternating,equal,0,6,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,architects,alternating,just_met,0,6,yes,TRUE
44d81f9a5a723ab9d6850e222af02756,fundraising,repeating,more,0,6,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,meeting prep,repeating,just_met,1,4,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,babysitting,repeating,less,0,5,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,coffee,alternating,more,0,6,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,fundraising,alternating,less,0,5,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,restaurant,repeating,equal,0,2,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,groceries,alternating,just_met,0,5,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,group project,alternating,equal,0,5,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,feedback,repeating,less,3,4,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,concerts,alternating,just_met,0,6,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,housemates,repeating,more,0,4,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,scheduling,alternating,equal,1,2,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,police,repeating,just_met,3,4,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,gifts,repeating,equal,3,1,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,weekend,repeating,more,5,0,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,architects,alternating,less,0,5,yes,TRUE
41cfa80e76f87f7625ed275f0170a8a8,family meals,alternating,more,0,6,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,group project,repeating,more,1,4,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,housemates,repeating,less,0,6,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,gifts,repeating,equal,0,5,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,groceries,repeating,just_met,0,6,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,babysitting,alternating,less,0,6,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,family meals,repeating,just_met,0,5,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,weekend,alternating,more,0,5,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,scheduling,alternating,equal,0,6,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,feedback,alternating,just_met,0,5,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,restaurant,repeating,less,1,5,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,concerts,alternating,equal,0,6,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,police,alternating,more,0,4,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,meeting prep,repeating,equal,1,5,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,fundraising,alternating,just_met,1,4,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,architects,alternating,less,1,5,yes,TRUE
d7783479786f8337a9b8cfa0443b49be,coffee,repeating,more,1,6,yes,TRUE
8399fbe198ecfd92602399505226bdaf,fundraising,repeating,less,3,3,yes,TRUE
8399fbe198ecfd92602399505226bdaf,group project,repeating,more,4,0,yes,TRUE
8399fbe198ecfd92602399505226bdaf,coffee,repeating,less,0,6,yes,TRUE
8399fbe198ecfd92602399505226bdaf,architects,alternating,just_met,0,6,yes,TRUE
8399fbe198ecfd92602399505226bdaf,restaurant,repeating,equal,0,6,yes,TRUE
8399fbe198ecfd92602399505226bdaf,concerts,alternating,equal,0,6,yes,TRUE
8399fbe198ecfd92602399505226bdaf,family meals,repeating,just_met,2,5,yes,TRUE
8399fbe198ecfd92602399505226bdaf,feedback,alternating,more,0,6,yes,TRUE
8399fbe198ecfd92602399505226bdaf,scheduling,alternating,less,0,6,yes,TRUE
8399fbe198ecfd92602399505226bdaf,weekend,alternating,equal,0,6,yes,TRUE
8399fbe198ecfd92602399505226bdaf,groceries,alternating,just_met,0,6,yes,TRUE
8399fbe198ecfd92602399505226bdaf,housemates,repeating,more,3,1,yes,TRUE
8399fbe198ecfd92602399505226bdaf,meeting prep,repeating,equal,4,1,yes,TRUE
8399fbe198ecfd92602399505226bdaf,gifts,repeating,just_met,4,0,yes,TRUE
8399fbe198ecfd92602399505226bdaf,babysitting,alternating,less,0,6,yes,TRUE
8399fbe198ecfd92602399505226bdaf,police,alternating,more,0,6,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,meeting prep,repeating,less,3,3,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,gifts,repeating,less,0,5,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,concerts,alternating,less,0,5,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,groceries,alternating,more,0,6,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,fundraising,repeating,more,4,2,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,family meals,alternating,more,1,4,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,group project,repeating,equal,3,3,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,architects,alternating,just_met,4,1,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,scheduling,alternating,less,4,1,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,restaurant,repeating,just_met,3,3,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,weekend,alternating,equal,4,2,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,babysitting,alternating,just_met,3,2,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,police,alternating,equal,4,2,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,housemates,repeating,just_met,4,3,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,feedback,repeating,more,4,2,yes,TRUE
a25bdd5f997bd0e2f20ecfcd1f1641f1,coffee,repeating,equal,0,4,yes,TRUE
18c7b5bdfb413a83806004fdb701278a,housemates,alternating,just_met,0,5,yes,TRUE
18c7b5bdfb413a83806004fdb701278a,feedback,alternating,more,0,5,yes,TRUE
18c7b5bdfb413a83806004fdb701278a,weekend,repeating,equal,0,5,yes,TRUE
18c7b5bdfb413a83806004fdb701278a,coffee,alternating,equal,0,6,yes,TRUE
18c7b5bdfb413a83806004fdb701278a,scheduling,repeating,less,0,5,yes,TRUE
18c7b5bdfb413a83806004fdb701278a,fundraising,alternating,more,1,5,yes,TRUE
18c7b5bdfb413a83806004fdb701278a,concerts,repeating,less,0,5,yes,TRUE
