subject_id,story,response,strategy,altruistic_status_second,first_actual,second_actual,understood,pass_attention
9638f1f3e9e105a883e0299dba8c8cba,family meals,4,alternating,equal,"The <strong>first time</strong> the family got together for a key religious holiday, the family gathered at Martha's house, where Martha cooked all the food, served it, and then cleaned up after dinner. Sue was very appreciative, and gave Martha a big hug and a warm thank you.","The <strong>second time</strong> the family got together for a key religious holiday, the family gathered at Sue's house, where Sue cooked all the food, served it, and then cleaned up after dinner. Martha was very appreciative, and gave Sue a big hug and a warm thank you.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,police,4,alternating,equal,"The <strong>first time</strong> they worked together to do paperwork, Jarred got to the office at 6am to do the day's paperwork, so that Justin could arrive later and go straight to their shared patrol car.","The <strong>second time</strong> they worked together to do paperwork, Justin got to the office at 6am to do the day's paperwork, so that Jarred could arrive later and go straight to their shared patrol car.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,scheduling,5,alternating,just_met,"The <strong>first time</strong> Matt and William got a meal together, they got lunch on Wednesday at 12pm.","They <strong>second time</strong> Matt and William got a meal together, they got dinner on Wednesday at 7pm.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,concerts,6,alternating,less,"The <strong>first time</strong> they went to a concert together, Allen paid for the tickets.","The <strong>second time</strong> they went to a concert together, Kevin paid for the tickets.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,groceries,6,repeating,more,"The <strong>first time</strong> one of them helped the other out, Caleb helped carry Dylan's groceries up the stairs.","The <strong>second time</strong> one of them helped the other out, Caleb helped carry Dylan's groceries up the stairs.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,family meals,6,alternating,more,"The <strong>first time</strong> the family got together for a key religious holiday, the family gathered at Martha's house, where Martha cooked all the food, served it, and then cleaned up after dinner. Sue was very appreciative, and gave Martha a big hug and a warm thank you.","The <strong>second time</strong> the family got together for a key religious holiday, the family gathered at Sue's house, where Sue cooked all the food, served it, and then cleaned up after dinner. Martha was very appreciative, and gave Sue a big hug and a warm thank you.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,feedback,4,alternating,equal,"The <strong>first time</strong> one of them gave feedback to the other, Taylor shared her work in progress, and Samantha gave feedback on it.","The <strong>second time</strong> one of them gave feedback to the other, Samantha shared her work in progress, and Taylor gave feedback on it.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,fundraising,2,repeating,just_met,"The <strong>first time</strong> they ran a race and fundraised together, Caroline took the lead on the advertising and fundraising, contacting and following up with her friends to ask them if they would like to donate to their charity.","The <strong>second time</strong> they ran a race and fundraised together, Caroline took the lead on the advertising and fundraising, contacting and following up with her friends to ask them if they would like to donate to their charity.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,meeting prep,3,repeating,less,"The <strong>first time</strong> Chloe and Victoria met, Chloe prepared the agenda for the meeting and booked the meeting room.","The <strong>second time</strong> Chloe and Victoria met, Chloe prepared the agenda for the meeting and booked the meeting room.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,coffee,2,repeating,just_met,"The <strong>first time</strong> they got coffee, Andrew bought and brought coffee to the meeting for both of them.","The <strong>second time</strong> they got coffee, Andrew bought and brought coffee to the meeting for both of them.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,group project,2,repeating,equal,"The <strong>first time</strong> they met about the project, Maxwell contributed most of the ideas, delegated tasks to Ralph, and decided what to do next.","The <strong>second time</strong> they met about the project, Maxwell contributed most of the ideas, delegated tasks to Ralph, and decided what to do next.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,gifts,6,alternating,more,"The <strong>first time</strong> they exchanged gifts, the Min family gave the Lee family a precious and expensive gift.","The <strong>second time</strong> they exchanged gifts, the Lee family gave the Min family a precious and expensive gift.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,weekend,5,alternating,less,"The <strong>first time</strong> Abby and Evelyn spent the weekend together, they slept in, got brunch, and walked around the city.","The <strong>second time</strong> Abby and Evelyn spent the weekend together, they woke up early both days to do intense outdoor activities.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,restaurant,1,repeating,less,"The <strong>first time</strong> Grace and Avery went out to eat after work, they went to the Chinese restaurant.","The <strong>second time</strong> Grace and Avery went out to eat after work, they went to the Chinese restaurant.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,housemates,1,repeating,equal,"The <strong>first time</strong> either one of them noticed something damaged or missing or needed for the house, like pipes or wires or detergent or batteries, Anne completed all the tasks on the list.","The <strong>second time</strong> either one of them noticed something damaged or missing or needed for the house, like pipes or wires or detergent or batteries, Anne completed all the tasks on the list.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,architects,3,repeating,more,"The <strong>first time</strong> they worked together on a design, Sonia meticulously double-checked their finished designs before they sent them out.","The <strong>second time</strong> they worked together on a design, Sonia meticulously double-checked their finished designs before they sent them out.",yes,TRUE
75439204e4f0548fc4838d6a85f473c7,babysitting,6,alternating,just_met,"The <strong>first time</strong> one of them volunteered to watch the other's children, John dropped his children off at Ryan's house, where Ryan volunteered to watch John's children so John could have a date night.","The <strong>second time</strong> one of them volunteered to watch the other's children, Ryan dropped his children off at John's house, where John volunteered to watch Ryan's children so Ryan could have a date night.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,babysitting,5,repeating,just_met,"The <strong>first time</strong> one of them volunteered to watch the other's children, Ryan dropped his children off at John's house, where John volunteered to watch Ryan's children so Ryan could have a date night.","The <strong>second time</strong> one of them volunteered to watch the other's children, Ryan dropped his children off at John's house, where John volunteered to watch Ryan's children so Ryan could have a date night.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,architects,3,alternating,more,"The <strong>first time</strong> they worked together on a design, Liana meticulously double-checked their finished designs before they sent them out.","The <strong>second time</strong> they worked together on a design, Sonia meticulously double-checked their finished designs before they sent them out.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,feedback,5,repeating,equal,"The <strong>first time</strong> one of them gave feedback to the other, Samantha shared her work in progress, and Taylor gave feedback on it.","The <strong>second time</strong> one of them gave feedback to the other, Samantha shared her work in progress, and Taylor gave feedback on it.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,scheduling,1,repeating,just_met,"The <strong>first time</strong> Matt and William got a meal together, they got dinner on Wednesday at 7pm.","They <strong>second time</strong> Matt and William got a meal together, they got dinner on Wednesday at 7pm.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,weekend,1,repeating,less,"The <strong>first time</strong> Abby and Evelyn spent the weekend together, they woke up early both days to do intense outdoor activities.","The <strong>second time</strong> Abby and Evelyn spent the weekend together, they woke up early both days to do intense outdoor activities.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,concerts,2,repeating,less,"The <strong>first time</strong> they went to a concert together, Kevin paid for the tickets.","The <strong>second time</strong> they went to a concert together, Kevin paid for the tickets.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,groceries,4,alternating,more,"The <strong>first time</strong> one of them helped the other out, Dylan helped carry Caleb's groceries up the stairs.","The <strong>second time</strong> one of them helped the other out, Caleb helped carry Dylan's groceries up the stairs.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,coffee,6,alternating,just_met,"The <strong>first time</strong> they got coffee, Bob bought and brought coffee to the meeting for both of them.","The <strong>second time</strong> they got coffee, Andrew bought and brought coffee to the meeting for both of them.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,police,3,repeating,equal,"The <strong>first time</strong> they worked together to do paperwork, Justin got to the office at 6am to do the day's paperwork, so that Jarred could arrive later and go straight to their shared patrol car.","The <strong>second time</strong> they worked together to do paperwork, Justin got to the office at 6am to do the day's paperwork, so that Jarred could arrive later and go straight to their shared patrol car.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,restaurant,6,alternating,less,"The <strong>first time</strong> Grace and Avery went out to eat after work, they went to the Indian restaurant.","The <strong>second time</strong> Grace and Avery went out to eat after work, they went to the Chinese restaurant.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,family meals,3,repeating,more,"The <strong>first time</strong> the family got together for a key religious holiday, the family gathered at Sue's house, where Sue cooked all the food, served it, and then cleaned up after dinner. Martha was very appreciative, and gave Sue a big hug and a warm thank you.","The <strong>second time</strong> the family got together for a key religious holiday, the family gathered at Sue's house, where Sue cooked all the food, served it, and then cleaned up after dinner. Martha was very appreciative, and gave Sue a big hug and a warm thank you.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,gifts,2,repeating,more,"The <strong>first time</strong> they exchanged gifts, the Lee family gave the Min family a precious and expensive gift.","The <strong>second time</strong> they exchanged gifts, the Lee family gave the Min family a precious and expensive gift.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,meeting prep,6,alternating,less,"The <strong>first time</strong> Chloe and Victoria met, Victoria prepared the agenda for the meeting and booked the meeting room.","The <strong>second time</strong> Chloe and Victoria met, Chloe prepared the agenda for the meeting and booked the meeting room.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,group project,6,alternating,equal,"The <strong>first time</strong> they met about the project, Ralph contributed most of the ideas, delegated tasks to Maxwell, and decided what to do next.","The <strong>second time</strong> they met about the project, Maxwell contributed most of the ideas, delegated tasks to Ralph, and decided what to do next.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,fundraising,6,alternating,just_met,"The <strong>first time</strong> they ran a race and fundraised together, Bella took the lead on the advertising and fundraising, contacting and following up with her friends to ask them if they would like to donate to their charity.","The <strong>second time</strong> they ran a race and fundraised together, Caroline took the lead on the advertising and fundraising, contacting and following up with her friends to ask them if they would like to donate to their charity.",yes,TRUE
02f4566fc1d81bdda6e74c8b3825de7c,housemates,6,alternating,equal,"The <strong>first time</strong> either one of them noticed something damaged or missing or needed for the house, like pipes or wires or detergent or batteries, Sarah completed all the tasks on the list.","The <strong>second time</strong> either one of them noticed something damaged or missing or needed for the house, like pipes or wires or detergent or batteries, Anne completed all the tasks on the list.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,meeting prep,3,repeating,equal,"The <strong>first time</strong> Chloe and Victoria met, Chloe prepared the agenda for the meeting and booked the meeting room.","The <strong>second time</strong> Chloe and Victoria met, Chloe prepared the agenda for the meeting and booked the meeting room.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,fundraising,3,repeating,less,"The <strong>first time</strong> they ran a race and fundraised together, Caroline took the lead on the advertising and fundraising, contacting and following up with her friends to ask them if they would like to donate to their charity.","The <strong>second time</strong> they ran a race and fundraised together, Caroline took the lead on the advertising and fundraising, contacting and following up with her friends to ask them if they would like to donate to their charity.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,architects,3,alternating,just_met,"The <strong>first time</strong> they worked together on a design, Liana meticulously double-checked their finished designs before they sent them out.","The <strong>second time</strong> they worked together on a design, Sonia meticulously double-checked their finished designs before they sent them out.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,family meals,3,repeating,just_met,"The <strong>first time</strong> the family got together for a key religious holiday, the family gathered at Sue's house, where Sue cooked all the food, served it, and then cleaned up after dinner. Martha was very appreciative, and gave Sue a big hug and a warm thank you.","The <strong>second time</strong> the family got together for a key religious holiday, the family gathered at Sue's house, where Sue cooked all the food, served it, and then cleaned up after dinner. Martha was very appreciative, and gave Sue a big hug and a warm thank you.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,coffee,3,repeating,less,"The <strong>first time</strong> they got coffee, Andrew bought and brought coffee to the meeting for both of them.","The <strong>second time</strong> they got coffee, Andrew bought and brought coffee to the meeting for both of them.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,scheduling,3,alternating,less,"The <strong>first time</strong> Matt and William got a meal together, they got lunch on Wednesday at 12pm.","They <strong>second time</strong> Matt and William got a meal together, they got dinner on Wednesday at 7pm.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,weekend,3,alternating,equal,"The <strong>first time</strong> Abby and Evelyn spent the weekend together, they slept in, got brunch, and walked around the city.","The <strong>second time</strong> Abby and Evelyn spent the weekend together, they woke up early both days to do intense outdoor activities.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,restaurant,3,repeating,equal,"The <strong>first time</strong> Grace and Avery went out to eat after work, they went to the Chinese restaurant.","The <strong>second time</strong> Grace and Avery went out to eat after work, they went to the Chinese restaurant.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,babysitting,3,alternating,less,"The <strong>first time</strong> one of them volunteered to watch the other's children, John dropped his children off at Ryan's house, where Ryan volunteered to watch John's children so John could have a date night.","The <strong>second time</strong> one of them volunteered to watch the other's children, Ryan dropped his children off at John's house, where John volunteered to watch Ryan's children so Ryan could have a date night.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,feedback,3,alternating,more,"The <strong>first time</strong> one of them gave feedback to the other, Taylor shared her work in progress, and Samantha gave feedback on it.","The <strong>second time</strong> one of them gave feedback to the other, Samantha shared her work in progress, and Taylor gave feedback on it.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,group project,3,repeating,more,"The <strong>first time</strong> they met about the project, Maxwell contributed most of the ideas, delegated tasks to Ralph, and decided what to do next.","The <strong>second time</strong> they met about the project, Maxwell contributed most of the ideas, delegated tasks to Ralph, and decided what to do next.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,groceries,3,alternating,just_met,"The <strong>first time</strong> one of them helped the other out, Dylan helped carry Caleb's groceries up the stairs.","The <strong>second time</strong> one of them helped the other out, Caleb helped carry Dylan's groceries up the stairs.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,housemates,3,repeating,more,"The <strong>first time</strong> either one of them noticed something damaged or missing or needed for the house, like pipes or wires or detergent or batteries, Anne completed all the tasks on the list.","The <strong>second time</strong> either one of them noticed something damaged or missing or needed for the house, like pipes or wires or detergent or batteries, Anne completed all the tasks on the list.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,gifts,3,repeating,just_met,"The <strong>first time</strong> they exchanged gifts, the Lee family gave the Min family a precious and expensive gift.","The <strong>second time</strong> they exchanged gifts, the Lee family gave the Min family a precious and expensive gift.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,police,3,alternating,more,"The <strong>first time</strong> they worked together to do paperwork, Jarred got to the office at 6am to do the day's paperwork, so that Justin could arrive later and go straight to their shared patrol car.","The <strong>second time</strong> they worked together to do paperwork, Justin got to the office at 6am to do the day's paperwork, so that Jarred could arrive later and go straight to their shared patrol car.",yes,TRUE
b8798644d74e38feab35c67c13dbfaf0,concerts,3,alternating,equal,"The <strong>first time</strong> they went to a concert together, Allen paid for the tickets.","The <strong>second time</strong> they went to a concert together, Kevin paid for the tickets.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,feedback,4,alternating,just_met,"The <strong>first time</strong> one of them gave feedback to the other, Taylor shared her work in progress, and Samantha gave feedback on it.","The <strong>second time</strong> one of them gave feedback to the other, Samantha shared her work in progress, and Taylor gave feedback on it.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,family meals,3,alternating,less,"The <strong>first time</strong> the family got together for a key religious holiday, the family gathered at Martha's house, where Martha cooked all the food, served it, and then cleaned up after dinner. Sue was very appreciative, and gave Martha a big hug and a warm thank you.","The <strong>second time</strong> the family got together for a key religious holiday, the family gathered at Sue's house, where Sue cooked all the food, served it, and then cleaned up after dinner. Martha was very appreciative, and gave Sue a big hug and a warm thank you.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,weekend,3,repeating,more,"The <strong>first time</strong> Abby and Evelyn spent the weekend together, they woke up early both days to do intense outdoor activities.","The <strong>second time</strong> Abby and Evelyn spent the weekend together, they woke up early both days to do intense outdoor activities.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,gifts,6,alternating,less,"The <strong>first time</strong> they exchanged gifts, the Min family gave the Lee family a precious and expensive gift.","The <strong>second time</strong> they exchanged gifts, the Lee family gave the Min family a precious and expensive gift.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,groceries,6,repeating,less,"The <strong>first time</strong> one of them helped the other out, Caleb helped carry Dylan's groceries up the stairs.","The <strong>second time</strong> one of them helped the other out, Caleb helped carry Dylan's groceries up the stairs.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,group project,1,repeating,just_met,"The <strong>first time</strong> they met about the project, Maxwell contributed most of the ideas, delegated tasks to Ralph, and decided what to do next.","The <strong>second time</strong> they met about the project, Maxwell contributed most of the ideas, delegated tasks to Ralph, and decided what to do next.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,restaurant,5,alternating,more,"The <strong>first time</strong> Grace and Avery went out to eat after work, they went to the Indian restaurant.","The <strong>second time</strong> Grace and Avery went out to eat after work, they went to the Chinese restaurant.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,scheduling,2,repeating,equal,"The <strong>first time</strong> Matt and William got a meal together, they got dinner on Wednesday at 7pm.","They <strong>second time</strong> Matt and William got a meal together, they got dinner on Wednesday at 7pm.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,concerts,3,repeating,more,"The <strong>first time</strong> they went to a concert together, Kevin paid for the tickets.","The <strong>second time</strong> they went to a concert together, Kevin paid for the tickets.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,fundraising,5,alternating,equal,"The <strong>first time</strong> they ran a race and fundraised together, Bella took the lead on the advertising and fundraising, contacting and following up with her friends to ask them if they would like to donate to their charity.","The <strong>second time</strong> they ran a race and fundraised together, Caroline took the lead on the advertising and fundraising, contacting and following up with her friends to ask them if they would like to donate to their charity.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,police,6,alternating,just_met,"The <strong>first time</strong> they worked together to do paperwork, Jarred got to the office at 6am to do the day's paperwork, so that Justin could arrive later and go straight to their shared patrol car.","The <strong>second time</strong> they worked together to do paperwork, Justin got to the office at 6am to do the day's paperwork, so that Jarred could arrive later and go straight to their shared patrol car.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,architects,3,repeating,less,"The <strong>first time</strong> they worked together on a design, Sonia meticulously double-checked their finished designs before they sent them out.","The <strong>second time</strong> they worked together on a design, Sonia meticulously double-checked their finished designs before they sent them out.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,housemates,1,repeating,just_met,"The <strong>first time</strong> either one of them noticed something damaged or missing or needed for the house, like pipes or wires or detergent or batteries, Anne completed all the tasks on the list.","The <strong>second time</strong> either one of them noticed something damaged or missing or needed for the house, like pipes or wires or detergent or batteries, Anne completed all the tasks on the list.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,babysitting,1,repeating,equal,"The <strong>first time</strong> one of them volunteered to watch the other's children, Ryan dropped his children off at John's house, where John volunteered to watch Ryan's children so Ryan could have a date night.","The <strong>second time</strong> one of them volunteered to watch the other's children, Ryan dropped his children off at John's house, where John volunteered to watch Ryan's children so Ryan could have a date night.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,meeting prep,3,alternating,more,"The <strong>first time</strong> Chloe and Victoria met, Victoria prepared the agenda for the meeting and booked the meeting room.","The <strong>second time</strong> Chloe and Victoria met, Chloe prepared the agenda for the meeting and booked the meeting room.",yes,TRUE
8cd6e106190251aa3668b201a56ab0c9,coffee,5,alternating,equal,"The <strong>first time</strong> they got coffee, Bob bought and brought coffee to the meeting for both of them.","The <strong>second time</strong> they got coffee, Andrew bought and brought coffee to the meeting for both of them.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,feedback,4,repeating,less,"The <strong>first time</strong> one of them gave feedback to the other, Samantha shared her work in progress, and Taylor gave feedback on it.","The <strong>second time</strong> one of them gave feedback to the other, Samantha shared her work in progress, and Taylor gave feedback on it.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,concerts,3,repeating,just_met,"The <strong>first time</strong> they went to a concert together, Kevin paid for the tickets.","The <strong>second time</strong> they went to a concert together, Kevin paid for the tickets.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,family meals,3,repeating,equal,"The <strong>first time</strong> the family got together for a key religious holiday, the family gathered at Sue's house, where Sue cooked all the food, served it, and then cleaned up after dinner. Martha was very appreciative, and gave Sue a big hug and a warm thank you.","The <strong>second time</strong> the family got together for a key religious holiday, the family gathered at Sue's house, where Sue cooked all the food, served it, and then cleaned up after dinner. Martha was very appreciative, and gave Sue a big hug and a warm thank you.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,group project,3,alternating,less,"The <strong>first time</strong> they met about the project, Ralph contributed most of the ideas, delegated tasks to Maxwell, and decided what to do next.","The <strong>second time</strong> they met about the project, Maxwell contributed most of the ideas, delegated tasks to Ralph, and decided what to do next.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,scheduling,3,alternating,more,"The <strong>first time</strong> Matt and William got a meal together, they got lunch on Wednesday at 12pm.","They <strong>second time</strong> Matt and William got a meal together, they got dinner on Wednesday at 7pm.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,fundraising,3,repeating,more,"The <strong>first time</strong> they ran a race and fundraised together, Caroline took the lead on the advertising and fundraising, contacting and following up with her friends to ask them if they would like to donate to their charity.","The <strong>second time</strong> they ran a race and fundraised together, Caroline took the lead on the advertising and fundraising, contacting and following up with her friends to ask them if they would like to donate to their charity.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,meeting prep,3,alternating,just_met,"The <strong>first time</strong> Chloe and Victoria met, Victoria prepared the agenda for the meeting and booked the meeting room.","The <strong>second time</strong> Chloe and Victoria met, Chloe prepared the agenda for the meeting and booked the meeting room.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,police,2,repeating,less,"The <strong>first time</strong> they worked together to do paperwork, Justin got to the office at 6am to do the day's paperwork, so that Jarred could arrive later and go straight to their shared patrol car.","The <strong>second time</strong> they worked together to do paperwork, Justin got to the office at 6am to do the day's paperwork, so that Jarred could arrive later and go straight to their shared patrol car.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,architects,4,alternating,equal,"The <strong>first time</strong> they worked together on a design, Liana meticulously double-checked their finished designs before they sent them out.","The <strong>second time</strong> they worked together on a design, Sonia meticulously double-checked their finished designs before they sent them out.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,gifts,3,repeating,equal,"The <strong>first time</strong> they exchanged gifts, the Lee family gave the Min family a precious and expensive gift.","The <strong>second time</strong> they exchanged gifts, the Lee family gave the Min family a precious and expensive gift.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,coffee,3,repeating,more,"The <strong>first time</strong> they got coffee, Andrew bought and brought coffee to the meeting for both of them.","The <strong>second time</strong> they got coffee, Andrew bought and brought coffee to the meeting for both of them.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,babysitting,4,alternating,more,"The <strong>first time</strong> one of them volunteered to watch the other's children, John dropped his children off at Ryan's house, where Ryan volunteered to watch John's children so John could have a date night.","The <strong>second time</strong> one of them volunteered to watch the other's children, Ryan dropped his children off at John's house, where John volunteered to watch Ryan's children so Ryan could have a date night.",yes,TRUE
8f3dc3b662170f38698cb90f4c75adbb,groceries,3,alternating,equal,"The <strong>first time</strong> one of them helped the other out, Dylan helped carry Caleb's groceries up the stairs.","The <strong>second time</strong> one of them helped the other out, Caleb helped carry Dylan's groceries up the stairs.",yes,TRUE
