"subject_id","story","likert_rating","strategy","altruistic_status_second"
"b4c897a0a926267dcecac78c3a2aed94","weekend",4,"repeating","equal"
"b4c897a0a926267dcecac78c3a2aed94","family meals",4,"repeating","higher"
"b4c897a0a926267dcecac78c3a2aed94","fundraising",5,"alternating","higher"
"b4c897a0a926267dcecac78c3a2aed94","architects",4,"repeating","just_met"
"b4c897a0a926267dcecac78c3a2aed94","restaurant",5,"alternating","just_met"
"b4c897a0a926267dcecac78c3a2aed94","scheduling",3,"repeating","lower"
"b4c897a0a926267dcecac78c3a2aed94","concerts",2,"repeating","lower"
"b4c897a0a926267dcecac78c3a2aed94","feedback",4,"alternating","higher"
"b4c897a0a926267dcecac78c3a2aed94","meeting prep",5,"alternating","lower"
"b4c897a0a926267dcecac78c3a2aed94","group project",6,"alternating","equal"
"b4c897a0a926267dcecac78c3a2aed94","groceries",4,"repeating","higher"
"86c90aa7930c11cd449ebdc8675b8a63","weekend",4,"repeating","higher"
"86c90aa7930c11cd449ebdc8675b8a63","concerts",3,"repeating","equal"
"86c90aa7930c11cd449ebdc8675b8a63","gifts",5,"alternating","equal"
"86c90aa7930c11cd449ebdc8675b8a63","groceries",6,"alternating","just_met"
"86c90aa7930c11cd449ebdc8675b8a63","babysitting",4,"repeating","lower"
"86c90aa7930c11cd449ebdc8675b8a63","group project",4,"alternating","higher"
"86c90aa7930c11cd449ebdc8675b8a63","restaurant",5,"alternating","lower"
"86c90aa7930c11cd449ebdc8675b8a63","housemates",5,"alternating","lower"
"86c90aa7930c11cd449ebdc8675b8a63","family meals",5,"alternating","just_met"
"86c90aa7930c11cd449ebdc8675b8a63","coffee",5,"alternating","higher"
"86c90aa7930c11cd449ebdc8675b8a63","fundraising",4,"repeating","just_met"
"86c90aa7930c11cd449ebdc8675b8a63","scheduling",3,"repeating","equal"
"86c90aa7930c11cd449ebdc8675b8a63","architects",4,"repeating","lower"
"86c90aa7930c11cd449ebdc8675b8a63","meeting prep",4,"alternating","equal"
"86c90aa7930c11cd449ebdc8675b8a63","police",5,"repeating","higher"
"86c90aa7930c11cd449ebdc8675b8a63","feedback",3,"repeating","just_met"
"9871ab95a69023922e05f6a438c79850","fundraising",5,"alternating","just_met"
"9871ab95a69023922e05f6a438c79850","groceries",7,"alternating","higher"
"9871ab95a69023922e05f6a438c79850","scheduling",4,"repeating","just_met"
"9871ab95a69023922e05f6a438c79850","concerts",2,"repeating","lower"
"9871ab95a69023922e05f6a438c79850","architects",7,"alternating","higher"
"9871ab95a69023922e05f6a438c79850","gifts",4,"repeating","higher"
"9871ab95a69023922e05f6a438c79850","restaurant",6,"alternating","lower"
"9871ab95a69023922e05f6a438c79850","housemates",7,"alternating","equal"
"9871ab95a69023922e05f6a438c79850","police",2,"repeating","equal"
"9871ab95a69023922e05f6a438c79850","weekend",4,"repeating","lower"
"9871ab95a69023922e05f6a438c79850","babysitting",4,"repeating","just_met"
"9871ab95a69023922e05f6a438c79850","meeting prep",4,"alternating","lower"
"9871ab95a69023922e05f6a438c79850","family meals",4,"repeating","higher"
"9871ab95a69023922e05f6a438c79850","feedback",4,"repeating","equal"
"9871ab95a69023922e05f6a438c79850","group project",4,"alternating","equal"
"9871ab95a69023922e05f6a438c79850","coffee",4,"alternating","just_met"
"04811f3a300b7ac83d7130eae767e8ef","fundraising",5,"alternating","equal"
"04811f3a300b7ac83d7130eae767e8ef","weekend",3,"repeating","lower"
"04811f3a300b7ac83d7130eae767e8ef","group project",4,"alternating","lower"
"04811f3a300b7ac83d7130eae767e8ef","meeting prep",4,"alternating","just_met"
"04811f3a300b7ac83d7130eae767e8ef","family meals",5,"repeating","equal"
"04811f3a300b7ac83d7130eae767e8ef","groceries",4,"repeating","equal"
"04811f3a300b7ac83d7130eae767e8ef","coffee",4,"alternating","lower"
"04811f3a300b7ac83d7130eae767e8ef","gifts",5,"alternating","just_met"
"04811f3a300b7ac83d7130eae767e8ef","housemates",3,"repeating","higher"
"04811f3a300b7ac83d7130eae767e8ef","architects",4,"alternating","higher"
"04811f3a300b7ac83d7130eae767e8ef","scheduling",3,"repeating","just_met"
"04811f3a300b7ac83d7130eae767e8ef","feedback",4,"alternating","equal"
"04811f3a300b7ac83d7130eae767e8ef","concerts",2,"repeating","just_met"
"04811f3a300b7ac83d7130eae767e8ef","babysitting",4,"alternating","higher"
"04811f3a300b7ac83d7130eae767e8ef","police",4,"repeating","lower"
"04811f3a300b7ac83d7130eae767e8ef","restaurant",3,"repeating","higher"
"4025e49556cfbcbb4c47266591276466","coffee",3,"repeating","just_met"
"4025e49556cfbcbb4c47266591276466","scheduling",3,"repeating","higher"
"4025e49556cfbcbb4c47266591276466","weekend",6,"alternating","just_met"
"4025e49556cfbcbb4c47266591276466","feedback",5,"repeating","lower"
"4025e49556cfbcbb4c47266591276466","gifts",6,"alternating","higher"
"4025e49556cfbcbb4c47266591276466","groceries",6,"alternating","lower"
"4025e49556cfbcbb4c47266591276466","police",6,"alternating","just_met"
"4025e49556cfbcbb4c47266591276466","concerts",5,"repeating","higher"
"4025e49556cfbcbb4c47266591276466","group project",5,"repeating","just_met"
"4025e49556cfbcbb4c47266591276466","babysitting",4,"repeating","equal"
"4025e49556cfbcbb4c47266591276466","restaurant",6,"alternating","equal"
"4025e49556cfbcbb4c47266591276466","housemates",6,"alternating","equal"
"4025e49556cfbcbb4c47266591276466","architects",4,"repeating","equal"
"4025e49556cfbcbb4c47266591276466","meeting prep",6,"alternating","higher"
"4025e49556cfbcbb4c47266591276466","family meals",6,"alternating","lower"
"4025e49556cfbcbb4c47266591276466","fundraising",3,"repeating","lower"
"23c998c0fbe54b1f2f2c79e2a5b2b361","meeting prep",5,"repeating","higher"
"23c998c0fbe54b1f2f2c79e2a5b2b361","fundraising",4,"repeating","equal"
"23c998c0fbe54b1f2f2c79e2a5b2b361","group project",4,"alternating","just_met"
"23c998c0fbe54b1f2f2c79e2a5b2b361","family meals",4,"repeating","lower"
"23c998c0fbe54b1f2f2c79e2a5b2b361","architects",3,"alternating","lower"
"23c998c0fbe54b1f2f2c79e2a5b2b361","restaurant",4,"repeating","higher"
"23c998c0fbe54b1f2f2c79e2a5b2b361","weekend",5,"alternating","higher"
"23c998c0fbe54b1f2f2c79e2a5b2b361","police",4,"repeating","just_met"
"23c998c0fbe54b1f2f2c79e2a5b2b361","gifts",4,"repeating","lower"
"23c998c0fbe54b1f2f2c79e2a5b2b361","babysitting",5,"alternating","equal"
"23c998c0fbe54b1f2f2c79e2a5b2b361","scheduling",5,"alternating","equal"
"23c998c0fbe54b1f2f2c79e2a5b2b361","groceries",6,"alternating","lower"
"23c998c0fbe54b1f2f2c79e2a5b2b361","coffee",4,"repeating","equal"
"23c998c0fbe54b1f2f2c79e2a5b2b361","concerts",4,"alternating","higher"
"23c998c0fbe54b1f2f2c79e2a5b2b361","feedback",4,"repeating","just_met"
"23c998c0fbe54b1f2f2c79e2a5b2b361","housemates",6,"alternating","just_met"
"96f81c4dba790978bb4aac0fbebdf082","architects",7,"alternating","equal"
"96f81c4dba790978bb4aac0fbebdf082","group project",4,"alternating","higher"
"96f81c4dba790978bb4aac0fbebdf082","meeting prep",6,"repeating","lower"
"96f81c4dba790978bb4aac0fbebdf082","fundraising",7,"alternating","equal"
"96f81c4dba790978bb4aac0fbebdf082","police",5,"repeating","lower"
"96f81c4dba790978bb4aac0fbebdf082","weekend",6,"alternating","just_met"
"96f81c4dba790978bb4aac0fbebdf082","babysitting",7,"repeating","equal"
"96f81c4dba790978bb4aac0fbebdf082","feedback",4,"repeating","equal"
"96f81c4dba790978bb4aac0fbebdf082","concerts",6,"alternating","lower"
"96f81c4dba790978bb4aac0fbebdf082","gifts",3,"repeating","higher"
"96f81c4dba790978bb4aac0fbebdf082","scheduling",5,"alternating","higher"
"96f81c4dba790978bb4aac0fbebdf082","housemates",6,"alternating","just_met"
"96f81c4dba790978bb4aac0fbebdf082","groceries",6,"alternating","lower"
"96f81c4dba790978bb4aac0fbebdf082","restaurant",5,"repeating","higher"
"96f81c4dba790978bb4aac0fbebdf082","coffee",4,"repeating","just_met"
"96f81c4dba790978bb4aac0fbebdf082","family meals",4,"repeating","just_met"
"350056cfbb94d669dcdd37a1bbab8b85","restaurant",4,"repeating","just_met"
"350056cfbb94d669dcdd37a1bbab8b85","weekend",6,"alternating","equal"
"350056cfbb94d669dcdd37a1bbab8b85","housemates",4,"repeating","just_met"
"350056cfbb94d669dcdd37a1bbab8b85","gifts",4,"repeating","lower"
"350056cfbb94d669dcdd37a1bbab8b85","concerts",7,"alternating","lower"
"350056cfbb94d669dcdd37a1bbab8b85","groceries",7,"alternating","higher"
"350056cfbb94d669dcdd37a1bbab8b85","babysitting",7,"alternating","just_met"
"350056cfbb94d669dcdd37a1bbab8b85","group project",4,"repeating","equal"
"350056cfbb94d669dcdd37a1bbab8b85","coffee",3,"repeating","equal"
"350056cfbb94d669dcdd37a1bbab8b85","family meals",6,"alternating","higher"
"350056cfbb94d669dcdd37a1bbab8b85","scheduling",7,"alternating","lower"
"350056cfbb94d669dcdd37a1bbab8b85","architects",7,"alternating","just_met"
"350056cfbb94d669dcdd37a1bbab8b85","feedback",6,"repeating","higher"
"350056cfbb94d669dcdd37a1bbab8b85","fundraising",6,"repeating","higher"
"350056cfbb94d669dcdd37a1bbab8b85","meeting prep",6,"repeating","lower"
"350056cfbb94d669dcdd37a1bbab8b85","police",7,"alternating","equal"
"fc3349648774a7cb80417a70334e256c","architects",7,"alternating","equal"
"fc3349648774a7cb80417a70334e256c","concerts",4,"alternating","higher"
"fc3349648774a7cb80417a70334e256c","group project",4,"alternating","just_met"
"fc3349648774a7cb80417a70334e256c","fundraising",1,"alternating","lower"
"fc3349648774a7cb80417a70334e256c","housemates",7,"repeating","equal"
"fc3349648774a7cb80417a70334e256c","coffee",7,"alternating","just_met"
"fc3349648774a7cb80417a70334e256c","gifts",3,"repeating","higher"
"fc3349648774a7cb80417a70334e256c","feedback",1,"alternating","lower"
"fc3349648774a7cb80417a70334e256c","babysitting",7,"alternating","equal"
"fc3349648774a7cb80417a70334e256c","meeting prep",7,"repeating","higher"
"fc3349648774a7cb80417a70334e256c","scheduling",7,"alternating","higher"
"fc3349648774a7cb80417a70334e256c","family meals",7,"repeating","lower"
"fc3349648774a7cb80417a70334e256c","restaurant",4,"repeating","equal"
"fc3349648774a7cb80417a70334e256c","police",4,"repeating","just_met"
"fc3349648774a7cb80417a70334e256c","weekend",7,"repeating","just_met"
"fc3349648774a7cb80417a70334e256c","groceries",4,"repeating","lower"
"271f8facc709a9664a34e2116f544420","coffee",6,"repeating","equal"
"271f8facc709a9664a34e2116f544420","meeting prep",4,"repeating","lower"
"271f8facc709a9664a34e2116f544420","architects",6,"alternating","just_met"
"271f8facc709a9664a34e2116f544420","gifts",4,"repeating","lower"
"271f8facc709a9664a34e2116f544420","feedback",3,"repeating","higher"
"271f8facc709a9664a34e2116f544420","police",7,"alternating","equal"
"271f8facc709a9664a34e2116f544420","concerts",6,"alternating","lower"
"271f8facc709a9664a34e2116f544420","group project",2,"repeating","equal"
"271f8facc709a9664a34e2116f544420","housemates",3,"repeating","just_met"
"271f8facc709a9664a34e2116f544420","babysitting",7,"alternating","just_met"
"271f8facc709a9664a34e2116f544420","groceries",7,"alternating","higher"
"271f8facc709a9664a34e2116f544420","family meals",6,"alternating","higher"
"271f8facc709a9664a34e2116f544420","fundraising",3,"repeating","higher"
"271f8facc709a9664a34e2116f544420","restaurant",2,"repeating","just_met"
"271f8facc709a9664a34e2116f544420","scheduling",5,"alternating","lower"
"271f8facc709a9664a34e2116f544420","weekend",5,"alternating","equal"
"7fdcb6232fd232c23946434a1d397f95","concerts",6,"alternating","just_met"
"7fdcb6232fd232c23946434a1d397f95","housemates",5,"repeating","higher"
"7fdcb6232fd232c23946434a1d397f95","scheduling",5,"alternating","equal"
"7fdcb6232fd232c23946434a1d397f95","coffee",5,"alternating","higher"
"7fdcb6232fd232c23946434a1d397f95","groceries",5,"alternating","just_met"
"7fdcb6232fd232c23946434a1d397f95","fundraising",5,"alternating","lower"
"7fdcb6232fd232c23946434a1d397f95","feedback",5,"repeating","lower"
"7fdcb6232fd232c23946434a1d397f95","meeting prep",4,"repeating","just_met"
"7fdcb6232fd232c23946434a1d397f95","police",4,"repeating","just_met"
"7fdcb6232fd232c23946434a1d397f95","weekend",4,"repeating","higher"
"7fdcb6232fd232c23946434a1d397f95","restaurant",4,"repeating","equal"
"7fdcb6232fd232c23946434a1d397f95","architects",4,"alternating","lower"
"7fdcb6232fd232c23946434a1d397f95","group project",4,"alternating","equal"
"7fdcb6232fd232c23946434a1d397f95","gifts",4,"repeating","equal"
"7fdcb6232fd232c23946434a1d397f95","babysitting",4,"repeating","lower"
"7fdcb6232fd232c23946434a1d397f95","family meals",4,"alternating","higher"
"73c67113266c78a0992d398a79403f48","groceries",7,"alternating","just_met"
"73c67113266c78a0992d398a79403f48","architects",4,"repeating","lower"
"73c67113266c78a0992d398a79403f48","scheduling",3,"repeating","equal"
"73c67113266c78a0992d398a79403f48","police",4,"repeating","higher"
"73c67113266c78a0992d398a79403f48","fundraising",4,"repeating","just_met"
"73c67113266c78a0992d398a79403f48","restaurant",5,"alternating","lower"
"73c67113266c78a0992d398a79403f48","concerts",4,"repeating","equal"
"73c67113266c78a0992d398a79403f48","babysitting",4,"repeating","lower"
"73c67113266c78a0992d398a79403f48","meeting prep",4,"alternating","equal"
"73c67113266c78a0992d398a79403f48","gifts",7,"alternating","equal"
"73c67113266c78a0992d398a79403f48","feedback",3,"repeating","just_met"
"73c67113266c78a0992d398a79403f48","weekend",4,"repeating","higher"
"73c67113266c78a0992d398a79403f48","housemates",6,"alternating","lower"
"73c67113266c78a0992d398a79403f48","coffee",6,"alternating","higher"
"73c67113266c78a0992d398a79403f48","family meals",6,"alternating","just_met"
"73c67113266c78a0992d398a79403f48","group project",5,"alternating","higher"
"dd0a08ee38ee0f6145c11da6dad9157c","family meals",4,"repeating","equal"
"dd0a08ee38ee0f6145c11da6dad9157c","feedback",6,"alternating","equal"
"dd0a08ee38ee0f6145c11da6dad9157c","groceries",4,"repeating","equal"
"dd0a08ee38ee0f6145c11da6dad9157c","concerts",4,"repeating","just_met"
"dd0a08ee38ee0f6145c11da6dad9157c","fundraising",6,"alternating","equal"
"dd0a08ee38ee0f6145c11da6dad9157c","restaurant",3,"repeating","higher"
"dd0a08ee38ee0f6145c11da6dad9157c","weekend",6,"repeating","lower"
"dd0a08ee38ee0f6145c11da6dad9157c","gifts",6,"alternating","just_met"
"dd0a08ee38ee0f6145c11da6dad9157c","housemates",6,"repeating","higher"
"dd0a08ee38ee0f6145c11da6dad9157c","group project",2,"alternating","lower"
"dd0a08ee38ee0f6145c11da6dad9157c","scheduling",4,"repeating","just_met"
"dd0a08ee38ee0f6145c11da6dad9157c","police",1,"repeating","lower"
"dd0a08ee38ee0f6145c11da6dad9157c","architects",6,"alternating","higher"
"dd0a08ee38ee0f6145c11da6dad9157c","babysitting",7,"alternating","higher"
"dd0a08ee38ee0f6145c11da6dad9157c","coffee",7,"alternating","lower"
"dd0a08ee38ee0f6145c11da6dad9157c","meeting prep",4,"alternating","just_met"
"4e092817f48cca99cef9346d4d0c72e6","architects",7,"alternating","higher"
"4e092817f48cca99cef9346d4d0c72e6","restaurant",7,"alternating","lower"
"4e092817f48cca99cef9346d4d0c72e6","fundraising",7,"alternating","just_met"
"4e092817f48cca99cef9346d4d0c72e6","weekend",3,"repeating","lower"
"4e092817f48cca99cef9346d4d0c72e6","concerts",4,"repeating","lower"
"4e092817f48cca99cef9346d4d0c72e6","group project",7,"alternating","equal"
"4e092817f48cca99cef9346d4d0c72e6","scheduling",4,"repeating","just_met"
"4e092817f48cca99cef9346d4d0c72e6","family meals",5,"repeating","higher"
"4e092817f48cca99cef9346d4d0c72e6","police",4,"repeating","equal"
"4e092817f48cca99cef9346d4d0c72e6","feedback",4,"repeating","equal"
"4e092817f48cca99cef9346d4d0c72e6","babysitting",4,"repeating","just_met"
"4e092817f48cca99cef9346d4d0c72e6","groceries",7,"alternating","higher"
"4e092817f48cca99cef9346d4d0c72e6","meeting prep",7,"alternating","lower"
"4e092817f48cca99cef9346d4d0c72e6","coffee",7,"alternating","just_met"
"4e092817f48cca99cef9346d4d0c72e6","housemates",7,"alternating","equal"
"4e092817f48cca99cef9346d4d0c72e6","gifts",4,"repeating","higher"
"1e4f39777bb7d58c3591e8291b049205","restaurant",4,"repeating","equal"
"1e4f39777bb7d58c3591e8291b049205","gifts",4,"repeating","equal"
"1e4f39777bb7d58c3591e8291b049205","weekend",5,"repeating","higher"
"1e4f39777bb7d58c3591e8291b049205","housemates",3,"repeating","higher"
"1e4f39777bb7d58c3591e8291b049205","police",5,"repeating","just_met"
"1e4f39777bb7d58c3591e8291b049205","architects",3,"alternating","lower"
"1e4f39777bb7d58c3591e8291b049205","family meals",5,"alternating","higher"
"1e4f39777bb7d58c3591e8291b049205","concerts",3,"alternating","just_met"
"1e4f39777bb7d58c3591e8291b049205","fundraising",3,"alternating","lower"
"1e4f39777bb7d58c3591e8291b049205","coffee",2,"alternating","higher"
"1e4f39777bb7d58c3591e8291b049205","feedback",6,"repeating","lower"
"1e4f39777bb7d58c3591e8291b049205","scheduling",4,"alternating","equal"
"1e4f39777bb7d58c3591e8291b049205","babysitting",5,"repeating","lower"
"1e4f39777bb7d58c3591e8291b049205","meeting prep",3,"repeating","just_met"
"1e4f39777bb7d58c3591e8291b049205","groceries",2,"alternating","just_met"
"1e4f39777bb7d58c3591e8291b049205","group project",4,"alternating","equal"
"d165c9c147eef9d13a2b5b52d5e32d06","concerts",5,"alternating","higher"
"d165c9c147eef9d13a2b5b52d5e32d06","group project",5,"alternating","just_met"
"d165c9c147eef9d13a2b5b52d5e32d06","meeting prep",4,"repeating","higher"
"d165c9c147eef9d13a2b5b52d5e32d06","gifts",4,"repeating","lower"
"d165c9c147eef9d13a2b5b52d5e32d06","weekend",5,"alternating","higher"
"d165c9c147eef9d13a2b5b52d5e32d06","babysitting",5,"alternating","equal"
"d165c9c147eef9d13a2b5b52d5e32d06","feedback",4,"repeating","just_met"
"d165c9c147eef9d13a2b5b52d5e32d06","police",4,"repeating","just_met"
"d165c9c147eef9d13a2b5b52d5e32d06","coffee",4,"repeating","equal"
"d165c9c147eef9d13a2b5b52d5e32d06","housemates",6,"alternating","just_met"
"d165c9c147eef9d13a2b5b52d5e32d06","groceries",5,"alternating","lower"
"d165c9c147eef9d13a2b5b52d5e32d06","restaurant",4,"repeating","higher"
"d165c9c147eef9d13a2b5b52d5e32d06","family meals",4,"repeating","lower"
"d165c9c147eef9d13a2b5b52d5e32d06","fundraising",4,"repeating","equal"
"d165c9c147eef9d13a2b5b52d5e32d06","architects",5,"alternating","lower"
"d165c9c147eef9d13a2b5b52d5e32d06","scheduling",5,"alternating","equal"
"2dee66ecbde11f4029889629a523bc0a","meeting prep",4,"repeating","lower"
"2dee66ecbde11f4029889629a523bc0a","concerts",4,"alternating","lower"
"2dee66ecbde11f4029889629a523bc0a","feedback",4,"repeating","equal"
"2dee66ecbde11f4029889629a523bc0a","architects",4,"alternating","equal"
"2dee66ecbde11f4029889629a523bc0a","fundraising",4,"alternating","equal"
"2dee66ecbde11f4029889629a523bc0a","group project",4,"alternating","higher"
"2dee66ecbde11f4029889629a523bc0a","housemates",4,"alternating","just_met"
"2dee66ecbde11f4029889629a523bc0a","police",2,"repeating","lower"
"2dee66ecbde11f4029889629a523bc0a","family meals",4,"repeating","just_met"
"2dee66ecbde11f4029889629a523bc0a","gifts",4,"repeating","higher"
"2dee66ecbde11f4029889629a523bc0a","weekend",4,"alternating","just_met"
"2dee66ecbde11f4029889629a523bc0a","scheduling",4,"alternating","higher"
"2dee66ecbde11f4029889629a523bc0a","restaurant",4,"repeating","higher"
"2dee66ecbde11f4029889629a523bc0a","coffee",4,"repeating","just_met"
"2dee66ecbde11f4029889629a523bc0a","babysitting",4,"repeating","equal"
"2dee66ecbde11f4029889629a523bc0a","groceries",4,"alternating","lower"
"f9d0a8493bee292bfaf5545b3fa0b8fa","weekend",4,"repeating","equal"
"f9d0a8493bee292bfaf5545b3fa0b8fa","fundraising",7,"alternating","higher"
"f9d0a8493bee292bfaf5545b3fa0b8fa","scheduling",3,"repeating","lower"
"f9d0a8493bee292bfaf5545b3fa0b8fa","feedback",7,"alternating","higher"
"f9d0a8493bee292bfaf5545b3fa0b8fa","family meals",2,"repeating","higher"
"f9d0a8493bee292bfaf5545b3fa0b8fa","babysitting",2,"repeating","just_met"
"f9d0a8493bee292bfaf5545b3fa0b8fa","restaurant",7,"alternating","just_met"
"f9d0a8493bee292bfaf5545b3fa0b8fa","architects",2,"repeating","just_met"
"f9d0a8493bee292bfaf5545b3fa0b8fa","police",1,"repeating","equal"
"f9d0a8493bee292bfaf5545b3fa0b8fa","gifts",3,"alternating","lower"
"f9d0a8493bee292bfaf5545b3fa0b8fa","concerts",1,"repeating","lower"
"f9d0a8493bee292bfaf5545b3fa0b8fa","groceries",2,"repeating","higher"
"f9d0a8493bee292bfaf5545b3fa0b8fa","coffee",7,"alternating","equal"
"f9d0a8493bee292bfaf5545b3fa0b8fa","meeting prep",4,"alternating","lower"
"f9d0a8493bee292bfaf5545b3fa0b8fa","housemates",7,"alternating","just_met"
"f9d0a8493bee292bfaf5545b3fa0b8fa","group project",6,"alternating","equal"
"4f595a661d8a9a00420fafb067c35bd1","babysitting",5,"alternating","equal"
"4f595a661d8a9a00420fafb067c35bd1","meeting prep",7,"repeating","higher"
"4f595a661d8a9a00420fafb067c35bd1","groceries",4,"alternating","lower"
"4f595a661d8a9a00420fafb067c35bd1","architects",4,"alternating","lower"
"4f595a661d8a9a00420fafb067c35bd1","fundraising",3,"repeating","equal"
"4f595a661d8a9a00420fafb067c35bd1","scheduling",5,"alternating","equal"
"4f595a661d8a9a00420fafb067c35bd1","group project",6,"alternating","just_met"
"4f595a661d8a9a00420fafb067c35bd1","housemates",7,"alternating","just_met"
"4f595a661d8a9a00420fafb067c35bd1","family meals",5,"repeating","lower"
"4f595a661d8a9a00420fafb067c35bd1","gifts",7,"repeating","lower"
"4f595a661d8a9a00420fafb067c35bd1","concerts",7,"alternating","higher"
"4f595a661d8a9a00420fafb067c35bd1","restaurant",1,"repeating","higher"
"4f595a661d8a9a00420fafb067c35bd1","weekend",4,"alternating","higher"
"4f595a661d8a9a00420fafb067c35bd1","feedback",2,"repeating","just_met"
"4f595a661d8a9a00420fafb067c35bd1","coffee",2,"repeating","equal"
