subject_id,story,altruistic_status,first_meeting,stage,response,response_status,strategy,understood
ada0e127fab4e062e5233c38a943bdab,weekend,equal,bob,first,alice,equal,NA,yes
ada0e127fab4e062e5233c38a943bdab,weekend,equal,bob,second,bob,equal,alternating,yes
ada0e127fab4e062e5233c38a943bdab,coffee,more,bob,first,alice,less,NA,yes
ada0e127fab4e062e5233c38a943bdab,coffee,more,bob,second,alice,less,alternating,yes
ada0e127fab4e062e5233c38a943bdab,concerts,less,alice,first,bob,more,NA,yes
ada0e127fab4e062e5233c38a943bdab,concerts,less,alice,second,alice,less,alternating,yes
ada0e127fab4e062e5233c38a943bdab,groceries,more,bob,first,bob,more,NA,yes
ada0e127fab4e062e5233c38a943bdab,groceries,more,bob,second,bob,more,alternating,yes
ada0e127fab4e062e5233c38a943bdab,meeting prep,equal,alice,first,alice,equal,NA,yes
ada0e127fab4e062e5233c38a943bdab,meeting prep,equal,alice,second,bob,equal,alternating,yes
ada0e127fab4e062e5233c38a943bdab,meeting location,less,bob,first,alice,more,NA,yes
ada0e127fab4e062e5233c38a943bdab,meeting location,less,bob,second,bob,less,alternating,yes
ada0e127fab4e062e5233c38a943bdab,conversation,less,alice,first,bob,more,NA,yes
ada0e127fab4e062e5233c38a943bdab,conversation,less,alice,second,alice,less,alternating,yes
ada0e127fab4e062e5233c38a943bdab,feedback,equal,bob,first,bob,equal,NA,yes
ada0e127fab4e062e5233c38a943bdab,feedback,equal,bob,second,alice,equal,alternating,yes
ada0e127fab4e062e5233c38a943bdab,restaurant,less,alice,first,alice,less,NA,yes
ada0e127fab4e062e5233c38a943bdab,restaurant,less,alice,second,bob,more,alternating,yes
ada0e127fab4e062e5233c38a943bdab,fundraising,equal,alice,first,bob,equal,NA,yes
ada0e127fab4e062e5233c38a943bdab,fundraising,equal,alice,second,alice,equal,alternating,yes
ada0e127fab4e062e5233c38a943bdab,gifts,equal,bob,first,bob,equal,NA,yes
ada0e127fab4e062e5233c38a943bdab,gifts,equal,bob,second,alice,equal,alternating,yes
ada0e127fab4e062e5233c38a943bdab,babysitting,more,alice,first,alice,more,NA,yes
ada0e127fab4e062e5233c38a943bdab,babysitting,more,alice,second,bob,less,alternating,yes
ada0e127fab4e062e5233c38a943bdab,family meals,more,alice,first,alice,more,NA,yes
ada0e127fab4e062e5233c38a943bdab,family meals,more,alice,second,bob,less,alternating,yes
ada0e127fab4e062e5233c38a943bdab,architects,more,bob,first,bob,more,NA,yes
ada0e127fab4e062e5233c38a943bdab,architects,more,bob,second,bob,more,alternating,yes
ada0e127fab4e062e5233c38a943bdab,scheduling,less,bob,first,alice,more,NA,yes
ada0e127fab4e062e5233c38a943bdab,scheduling,less,bob,second,bob,less,alternating,yes
ada0e127fab4e062e5233c38a943bdab,group project,more,alice,first,alice,more,NA,yes
ada0e127fab4e062e5233c38a943bdab,group project,more,alice,second,alice,more,alternating,yes
ada0e127fab4e062e5233c38a943bdab,attention,NA,NA,second,NA,NA,NA,yes
b750899d5c43c86a4b98150cc49743ea,meeting location,equal,alice,first,bob,equal,NA,yes
b750899d5c43c86a4b98150cc49743ea,meeting location,equal,alice,second,alice,equal,alternating,yes
b750899d5c43c86a4b98150cc49743ea,housemates,equal,bob,first,alice,equal,NA,yes
b750899d5c43c86a4b98150cc49743ea,housemates,equal,bob,second,bob,equal,alternating,yes
b750899d5c43c86a4b98150cc49743ea,restaurant,equal,bob,first,bob,equal,NA,yes
b750899d5c43c86a4b98150cc49743ea,restaurant,equal,bob,second,alice,equal,alternating,yes
b750899d5c43c86a4b98150cc49743ea,babysitting,more,bob,first,alice,less,NA,yes
b750899d5c43c86a4b98150cc49743ea,babysitting,more,bob,second,alice,less,alternating,yes
b750899d5c43c86a4b98150cc49743ea,architects,more,alice,first,bob,less,NA,yes
b750899d5c43c86a4b98150cc49743ea,architects,more,alice,second,alice,more,alternating,yes
b750899d5c43c86a4b98150cc49743ea,feedback,equal,bob,first,alice,equal,NA,yes
b750899d5c43c86a4b98150cc49743ea,feedback,equal,bob,second,alice,equal,alternating,yes
b750899d5c43c86a4b98150cc49743ea,fundraising,more,bob,first,bob,more,NA,yes
b750899d5c43c86a4b98150cc49743ea,fundraising,more,bob,second,bob,more,alternating,yes
b750899d5c43c86a4b98150cc49743ea,conversation,less,alice,first,bob,more,NA,yes
b750899d5c43c86a4b98150cc49743ea,conversation,less,alice,second,alice,less,alternating,yes
b750899d5c43c86a4b98150cc49743ea,coffee,less,alice,first,alice,less,NA,yes
b750899d5c43c86a4b98150cc49743ea,coffee,less,alice,second,bob,more,alternating,yes
b750899d5c43c86a4b98150cc49743ea,weekend,less,bob,first,bob,less,NA,yes
b750899d5c43c86a4b98150cc49743ea,weekend,less,bob,second,bob,less,alternating,yes
b750899d5c43c86a4b98150cc49743ea,police,equal,alice,first,alice,equal,NA,yes
b750899d5c43c86a4b98150cc49743ea,police,equal,alice,second,alice,equal,alternating,yes
b750899d5c43c86a4b98150cc49743ea,concerts,equal,alice,first,alice,equal,NA,yes
b750899d5c43c86a4b98150cc49743ea,concerts,equal,alice,second,bob,equal,alternating,yes
b750899d5c43c86a4b98150cc49743ea,group project,more,alice,first,alice,more,NA,yes
b750899d5c43c86a4b98150cc49743ea,group project,more,alice,second,alice,more,alternating,yes
b750899d5c43c86a4b98150cc49743ea,scheduling,less,bob,first,bob,less,NA,yes
b750899d5c43c86a4b98150cc49743ea,scheduling,less,bob,second,alice,more,alternating,yes
b750899d5c43c86a4b98150cc49743ea,meeting prep,more,bob,first,bob,more,NA,yes
b750899d5c43c86a4b98150cc49743ea,meeting prep,more,bob,second,bob,more,alternating,yes
b750899d5c43c86a4b98150cc49743ea,gifts,more,alice,first,alice,more,NA,yes
b750899d5c43c86a4b98150cc49743ea,gifts,more,alice,second,alice,more,alternating,yes
b750899d5c43c86a4b98150cc49743ea,family meals,less,bob,first,alice,more,NA,yes
b750899d5c43c86a4b98150cc49743ea,family meals,less,bob,second,alice,more,alternating,yes
b750899d5c43c86a4b98150cc49743ea,groceries,less,alice,first,alice,less,NA,yes
b750899d5c43c86a4b98150cc49743ea,groceries,less,alice,second,bob,more,alternating,yes
b750899d5c43c86a4b98150cc49743ea,attention,NA,NA,second,NA,NA,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,weekend,equal,bob,first,alice,equal,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,weekend,equal,bob,second,alice,equal,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,meeting location,more,alice,first,bob,less,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,meeting location,more,alice,second,bob,less,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,architects,less,bob,first,bob,less,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,architects,less,bob,second,bob,less,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,police,more,alice,first,alice,more,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,police,more,alice,second,alice,more,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,restaurant,more,bob,first,bob,more,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,restaurant,more,bob,second,bob,more,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,fundraising,less,alice,first,bob,more,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,fundraising,less,alice,second,alice,less,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,gifts,less,bob,first,alice,more,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,gifts,less,bob,second,bob,less,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,conversation,equal,alice,first,bob,equal,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,conversation,equal,alice,second,alice,equal,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,feedback,more,bob,first,bob,more,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,feedback,more,bob,second,bob,more,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,concerts,more,alice,first,alice,more,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,concerts,more,alice,second,alice,more,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,babysitting,less,alice,first,alice,less,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,babysitting,less,alice,second,alice,less,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,groceries,equal,alice,first,bob,equal,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,groceries,equal,alice,second,bob,equal,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,scheduling,equal,bob,first,bob,equal,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,scheduling,equal,bob,second,bob,equal,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,group project,less,bob,first,alice,more,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,group project,less,bob,second,alice,more,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,coffee,equal,alice,first,bob,equal,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,coffee,equal,alice,second,bob,equal,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,meeting prep,less,alice,first,alice,less,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,meeting prep,less,alice,second,alice,less,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,family meals,equal,bob,first,bob,equal,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,family meals,equal,bob,second,alice,equal,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,housemates,more,bob,first,alice,less,NA,yes
6c7281113370d2eeff1ea57f4a92b65f,housemates,more,bob,second,alice,less,alternating,yes
6c7281113370d2eeff1ea57f4a92b65f,attention,NA,NA,second,NA,NA,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,family meals,equal,bob,first,bob,equal,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,family meals,equal,bob,second,alice,equal,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,meeting location,more,alice,first,bob,less,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,meeting location,more,alice,second,bob,less,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,conversation,equal,alice,first,alice,equal,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,conversation,equal,alice,second,bob,equal,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,babysitting,less,alice,first,alice,less,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,babysitting,less,alice,second,bob,more,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,feedback,more,bob,first,bob,more,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,feedback,more,bob,second,alice,less,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,weekend,equal,bob,first,bob,equal,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,weekend,equal,bob,second,alice,equal,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,concerts,more,alice,first,alice,more,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,concerts,more,alice,second,bob,less,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,meeting prep,less,alice,first,bob,more,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,meeting prep,less,alice,second,alice,less,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,groceries,equal,alice,first,alice,equal,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,groceries,equal,alice,second,bob,equal,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,group project,less,bob,first,alice,more,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,group project,less,bob,second,alice,more,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,fundraising,less,alice,first,bob,more,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,fundraising,less,alice,second,bob,more,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,police,more,alice,first,bob,less,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,police,more,alice,second,alice,more,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,scheduling,equal,bob,first,bob,equal,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,scheduling,equal,bob,second,alice,equal,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,gifts,less,bob,first,alice,more,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,gifts,less,bob,second,alice,more,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,housemates,more,bob,first,alice,less,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,housemates,more,bob,second,alice,less,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,coffee,equal,alice,first,alice,equal,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,coffee,equal,alice,second,bob,equal,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,architects,less,bob,first,alice,more,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,architects,less,bob,second,alice,more,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,restaurant,more,bob,first,bob,more,NA,yes
39ea363ccc1f36ddc391862afd84f6ed,restaurant,more,bob,second,alice,less,alternating,yes
39ea363ccc1f36ddc391862afd84f6ed,attention,NA,NA,second,NA,NA,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,scheduling,more,bob,first,alice,less,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,scheduling,more,bob,second,alice,less,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,gifts,equal,bob,first,bob,equal,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,gifts,equal,bob,second,alice,equal,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,fundraising,equal,alice,first,alice,equal,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,fundraising,equal,alice,second,alice,equal,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,housemates,less,alice,first,alice,less,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,housemates,less,alice,second,alice,less,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,police,less,bob,first,bob,less,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,police,less,bob,second,bob,less,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,family meals,more,bob,first,bob,more,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,family meals,more,bob,second,bob,more,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,meeting location,less,bob,first,bob,less,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,meeting location,less,bob,second,bob,less,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,weekend,more,bob,first,alice,less,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,weekend,more,bob,second,alice,less,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,babysitting,equal,alice,first,bob,equal,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,babysitting,equal,alice,second,bob,equal,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,architects,equal,bob,first,alice,equal,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,architects,equal,bob,second,bob,equal,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,conversation,more,alice,first,alice,more,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,conversation,more,alice,second,alice,more,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,coffee,more,alice,first,alice,more,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,coffee,more,alice,second,alice,more,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,feedback,less,alice,first,bob,more,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,feedback,less,alice,second,bob,more,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,meeting prep,equal,alice,first,bob,equal,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,meeting prep,equal,alice,second,alice,equal,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,concerts,less,bob,first,alice,more,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,concerts,less,bob,second,bob,less,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,groceries,more,alice,first,bob,less,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,groceries,more,alice,second,alice,more,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,restaurant,less,alice,first,alice,less,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,restaurant,less,alice,second,bob,more,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,group project,equal,bob,first,alice,equal,NA,yes
b31fcc0f4d05be4c8dbee451c49a1548,group project,equal,bob,second,bob,equal,alternating,yes
b31fcc0f4d05be4c8dbee451c49a1548,attention,NA,NA,second,NA,NA,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,concerts,less,bob,first,alice,more,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,concerts,less,bob,second,bob,less,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,coffee,more,alice,first,bob,less,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,coffee,more,alice,second,alice,more,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,police,less,bob,first,bob,less,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,police,less,bob,second,bob,less,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,gifts,equal,bob,first,alice,equal,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,gifts,equal,bob,second,alice,equal,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,restaurant,less,alice,first,alice,less,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,restaurant,less,alice,second,alice,less,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,meeting location,less,bob,first,bob,less,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,meeting location,less,bob,second,bob,less,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,group project,equal,bob,first,alice,equal,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,group project,equal,bob,second,bob,equal,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,scheduling,more,bob,first,alice,less,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,scheduling,more,bob,second,bob,more,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,housemates,less,alice,first,bob,more,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,housemates,less,alice,second,alice,less,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,babysitting,equal,alice,first,alice,equal,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,babysitting,equal,alice,second,alice,equal,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,meeting prep,equal,alice,first,alice,equal,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,meeting prep,equal,alice,second,alice,equal,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,family meals,more,bob,first,alice,less,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,family meals,more,bob,second,bob,more,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,weekend,more,bob,first,alice,less,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,weekend,more,bob,second,alice,less,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,architects,equal,bob,first,alice,equal,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,architects,equal,bob,second,bob,equal,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,feedback,less,alice,first,alice,less,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,feedback,less,alice,second,bob,more,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,fundraising,equal,alice,first,alice,equal,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,fundraising,equal,alice,second,alice,equal,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,conversation,more,alice,first,alice,more,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,conversation,more,alice,second,alice,more,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,groceries,more,alice,first,bob,less,NA,yes
d1ad92b5f676d00fb40f06ef4cc5edff,groceries,more,alice,second,alice,more,alternating,yes
d1ad92b5f676d00fb40f06ef4cc5edff,attention,NA,NA,second,NA,NA,NA,yes
208e4e2f139da4885d855004a06cf48d,meeting prep,equal,alice,first,alice,equal,NA,yes
208e4e2f139da4885d855004a06cf48d,meeting prep,equal,alice,second,bob,equal,alternating,yes
208e4e2f139da4885d855004a06cf48d,family meals,more,alice,first,alice,more,NA,yes
208e4e2f139da4885d855004a06cf48d,family meals,more,alice,second,bob,less,alternating,yes
208e4e2f139da4885d855004a06cf48d,gifts,equal,bob,first,alice,equal,NA,yes
208e4e2f139da4885d855004a06cf48d,gifts,equal,bob,second,bob,equal,alternating,yes
208e4e2f139da4885d855004a06cf48d,architects,more,bob,first,bob,more,NA,yes
208e4e2f139da4885d855004a06cf48d,architects,more,bob,second,alice,less,alternating,yes
208e4e2f139da4885d855004a06cf48d,group project,more,alice,first,alice,more,NA,yes
208e4e2f139da4885d855004a06cf48d,group project,more,alice,second,alice,more,alternating,yes
