"subject_id","story","strategy","generous_status_second","response","likert_rating"
"29609eb9e41904622ad6869fa110531c","housemates","repeating","lower","annoyed",1
"29609eb9e41904622ad6869fa110531c","housemates","repeating","lower","satisfied",7
"29609eb9e41904622ad6869fa110531c","feedback","alternating","lower","annoyed",1
"29609eb9e41904622ad6869fa110531c","feedback","alternating","lower","satisfied",5
"29609eb9e41904622ad6869fa110531c","concerts","alternating","just_met","annoyed",1
"29609eb9e41904622ad6869fa110531c","concerts","alternating","just_met","satisfied",7
"29609eb9e41904622ad6869fa110531c","groceries","repeating","equal","annoyed",1
"29609eb9e41904622ad6869fa110531c","groceries","repeating","equal","satisfied",7
"29609eb9e41904622ad6869fa110531c","police","alternating","lower","annoyed",1
"29609eb9e41904622ad6869fa110531c","police","alternating","lower","satisfied",7
"29609eb9e41904622ad6869fa110531c","fundraising","alternating","higher","annoyed",3
"29609eb9e41904622ad6869fa110531c","fundraising","alternating","higher","satisfied",5
"29609eb9e41904622ad6869fa110531c","weekend","alternating","just_met","annoyed",1
"29609eb9e41904622ad6869fa110531c","weekend","alternating","just_met","satisfied",7
"29609eb9e41904622ad6869fa110531c","architects","repeating","equal","annoyed",1
"29609eb9e41904622ad6869fa110531c","architects","repeating","equal","satisfied",7
"29609eb9e41904622ad6869fa110531c","gifts","alternating","equal","annoyed",1
"29609eb9e41904622ad6869fa110531c","gifts","alternating","equal","satisfied",7
"29609eb9e41904622ad6869fa110531c","scheduling","repeating","higher","annoyed",1
"29609eb9e41904622ad6869fa110531c","scheduling","repeating","higher","satisfied",7
"29609eb9e41904622ad6869fa110531c","family meals","alternating","equal","annoyed",1
"29609eb9e41904622ad6869fa110531c","family meals","alternating","equal","satisfied",7
"29609eb9e41904622ad6869fa110531c","meeting prep","repeating","just_met","annoyed",1
"29609eb9e41904622ad6869fa110531c","meeting prep","repeating","just_met","satisfied",7
"29609eb9e41904622ad6869fa110531c","coffee","alternating","higher","annoyed",2
"29609eb9e41904622ad6869fa110531c","coffee","alternating","higher","satisfied",7
"29609eb9e41904622ad6869fa110531c","restaurant","repeating","just_met","annoyed",1
"29609eb9e41904622ad6869fa110531c","restaurant","repeating","just_met","satisfied",7
"821eb5095d5427a178420838220a2c1e","group project","alternating","lower","annoyed",3
"821eb5095d5427a178420838220a2c1e","group project","alternating","lower","satisfied",2
"821eb5095d5427a178420838220a2c1e","gifts","repeating","lower","annoyed",1
"821eb5095d5427a178420838220a2c1e","gifts","repeating","lower","satisfied",6
"821eb5095d5427a178420838220a2c1e","fundraising","alternating","just_met","annoyed",1
"821eb5095d5427a178420838220a2c1e","fundraising","alternating","just_met","satisfied",6
"821eb5095d5427a178420838220a2c1e","architects","alternating","just_met","annoyed",1
"821eb5095d5427a178420838220a2c1e","architects","alternating","just_met","satisfied",5
"821eb5095d5427a178420838220a2c1e","police","alternating","higher","annoyed",1
"821eb5095d5427a178420838220a2c1e","police","alternating","higher","satisfied",7
"821eb5095d5427a178420838220a2c1e","feedback","repeating","just_met","annoyed",2
"821eb5095d5427a178420838220a2c1e","feedback","repeating","just_met","satisfied",3
"821eb5095d5427a178420838220a2c1e","babysitting","repeating","just_met","annoyed",1
"821eb5095d5427a178420838220a2c1e","babysitting","repeating","just_met","satisfied",7
"821eb5095d5427a178420838220a2c1e","concerts","repeating","higher","annoyed",1
"821eb5095d5427a178420838220a2c1e","concerts","repeating","higher","satisfied",5
"821eb5095d5427a178420838220a2c1e","restaurant","repeating","lower","annoyed",1
"821eb5095d5427a178420838220a2c1e","restaurant","repeating","lower","satisfied",6
"821eb5095d5427a178420838220a2c1e","meeting prep","alternating","higher","annoyed",1
"821eb5095d5427a178420838220a2c1e","meeting prep","alternating","higher","satisfied",6
"821eb5095d5427a178420838220a2c1e","family meals","alternating","equal","annoyed",1
"821eb5095d5427a178420838220a2c1e","family meals","alternating","equal","satisfied",7
"821eb5095d5427a178420838220a2c1e","coffee","alternating","equal","annoyed",1
"821eb5095d5427a178420838220a2c1e","coffee","alternating","equal","satisfied",7
"821eb5095d5427a178420838220a2c1e","weekend","repeating","equal","annoyed",1
"821eb5095d5427a178420838220a2c1e","weekend","repeating","equal","satisfied",6
"821eb5095d5427a178420838220a2c1e","housemates","repeating","equal","annoyed",1
"821eb5095d5427a178420838220a2c1e","housemates","repeating","equal","satisfied",5
"821eb5095d5427a178420838220a2c1e","scheduling","alternating","lower","annoyed",1
"821eb5095d5427a178420838220a2c1e","scheduling","alternating","lower","satisfied",6
"821eb5095d5427a178420838220a2c1e","groceries","repeating","higher","annoyed",1
"821eb5095d5427a178420838220a2c1e","groceries","repeating","higher","satisfied",7
"e1cc628812f7e403c482ae97e60a71d1","police","alternating","equal","annoyed",1
"e1cc628812f7e403c482ae97e60a71d1","police","alternating","equal","satisfied",7
"e1cc628812f7e403c482ae97e60a71d1","groceries","repeating","higher","annoyed",1
"e1cc628812f7e403c482ae97e60a71d1","groceries","repeating","higher","satisfied",7
"e1cc628812f7e403c482ae97e60a71d1","meeting prep","repeating","lower","annoyed",2
"e1cc628812f7e403c482ae97e60a71d1","meeting prep","repeating","lower","satisfied",5
"e1cc628812f7e403c482ae97e60a71d1","feedback","alternating","equal","annoyed",1
"e1cc628812f7e403c482ae97e60a71d1","feedback","alternating","equal","satisfied",7
"e1cc628812f7e403c482ae97e60a71d1","gifts","alternating","higher","annoyed",3
"e1cc628812f7e403c482ae97e60a71d1","gifts","alternating","higher","satisfied",5
"e1cc628812f7e403c482ae97e60a71d1","weekend","alternating","lower","annoyed",1
"e1cc628812f7e403c482ae97e60a71d1","weekend","alternating","lower","satisfied",6
"e1cc628812f7e403c482ae97e60a71d1","babysitting","alternating","just_met","annoyed",1
"e1cc628812f7e403c482ae97e60a71d1","babysitting","alternating","just_met","satisfied",7
"e1cc628812f7e403c482ae97e60a71d1","architects","repeating","higher","annoyed",1
"e1cc628812f7e403c482ae97e60a71d1","architects","repeating","higher","satisfied",6
"e1cc628812f7e403c482ae97e60a71d1","coffee","repeating","just_met","annoyed",1
"e1cc628812f7e403c482ae97e60a71d1","coffee","repeating","just_met","satisfied",6
"e1cc628812f7e403c482ae97e60a71d1","group project","repeating","equal","annoyed",4
"e1cc628812f7e403c482ae97e60a71d1","group project","repeating","equal","satisfied",4
"e1cc628812f7e403c482ae97e60a71d1","fundraising","repeating","just_met","annoyed",3
"e1cc628812f7e403c482ae97e60a71d1","fundraising","repeating","just_met","satisfied",4
"e1cc628812f7e403c482ae97e60a71d1","family meals","alternating","higher","annoyed",1
"e1cc628812f7e403c482ae97e60a71d1","family meals","alternating","higher","satisfied",7
"e1cc628812f7e403c482ae97e60a71d1","housemates","repeating","equal","annoyed",1
"e1cc628812f7e403c482ae97e60a71d1","housemates","repeating","equal","satisfied",6
"e1cc628812f7e403c482ae97e60a71d1","concerts","alternating","lower","annoyed",1
"e1cc628812f7e403c482ae97e60a71d1","concerts","alternating","lower","satisfied",7
"e1cc628812f7e403c482ae97e60a71d1","scheduling","alternating","just_met","annoyed",1
"e1cc628812f7e403c482ae97e60a71d1","scheduling","alternating","just_met","satisfied",6
"e1cc628812f7e403c482ae97e60a71d1","restaurant","repeating","lower","annoyed",1
"e1cc628812f7e403c482ae97e60a71d1","restaurant","repeating","lower","satisfied",7
"628253d4da5de9c7e8da7221c52f412e","gifts","repeating","higher","annoyed",2
"628253d4da5de9c7e8da7221c52f412e","gifts","repeating","higher","satisfied",6
"628253d4da5de9c7e8da7221c52f412e","family meals","repeating","just_met","annoyed",3
"628253d4da5de9c7e8da7221c52f412e","family meals","repeating","just_met","satisfied",6
"628253d4da5de9c7e8da7221c52f412e","concerts","alternating","lower","annoyed",1
"628253d4da5de9c7e8da7221c52f412e","concerts","alternating","lower","satisfied",7
"628253d4da5de9c7e8da7221c52f412e","weekend","alternating","just_met","annoyed",2
"628253d4da5de9c7e8da7221c52f412e","weekend","alternating","just_met","satisfied",5
"628253d4da5de9c7e8da7221c52f412e","groceries","alternating","lower","annoyed",1
"628253d4da5de9c7e8da7221c52f412e","groceries","alternating","lower","satisfied",7
"628253d4da5de9c7e8da7221c52f412e","meeting prep","repeating","lower","annoyed",5
"628253d4da5de9c7e8da7221c52f412e","meeting prep","repeating","lower","satisfied",2
"628253d4da5de9c7e8da7221c52f412e","coffee","repeating","just_met","annoyed",1
"628253d4da5de9c7e8da7221c52f412e","coffee","repeating","just_met","satisfied",6
"628253d4da5de9c7e8da7221c52f412e","fundraising","alternating","equal","annoyed",3
"628253d4da5de9c7e8da7221c52f412e","fundraising","alternating","equal","satisfied",3
"628253d4da5de9c7e8da7221c52f412e","scheduling","alternating","higher","annoyed",2
"628253d4da5de9c7e8da7221c52f412e","scheduling","alternating","higher","satisfied",6
"628253d4da5de9c7e8da7221c52f412e","feedback","repeating","equal","annoyed",4
"628253d4da5de9c7e8da7221c52f412e","feedback","repeating","equal","satisfied",4
"628253d4da5de9c7e8da7221c52f412e","group project","alternating","higher","annoyed",2
"628253d4da5de9c7e8da7221c52f412e","group project","alternating","higher","satisfied",6
"628253d4da5de9c7e8da7221c52f412e","restaurant","repeating","higher","annoyed",1
"628253d4da5de9c7e8da7221c52f412e","restaurant","repeating","higher","satisfied",6
"628253d4da5de9c7e8da7221c52f412e","housemates","alternating","just_met","annoyed",1
"628253d4da5de9c7e8da7221c52f412e","housemates","alternating","just_met","satisfied",7
"628253d4da5de9c7e8da7221c52f412e","architects","alternating","equal","annoyed",1
"628253d4da5de9c7e8da7221c52f412e","architects","alternating","equal","satisfied",7
"628253d4da5de9c7e8da7221c52f412e","babysitting","repeating","equal","annoyed",1
"628253d4da5de9c7e8da7221c52f412e","babysitting","repeating","equal","satisfied",7
"628253d4da5de9c7e8da7221c52f412e","police","repeating","lower","annoyed",1
"628253d4da5de9c7e8da7221c52f412e","police","repeating","lower","satisfied",7
"d6d607e8ea2220c319d53963078c2db2","feedback","repeating","just_met","annoyed",2
"d6d607e8ea2220c319d53963078c2db2","feedback","repeating","just_met","satisfied",4
"d6d607e8ea2220c319d53963078c2db2","group project","alternating","higher","annoyed",1
"d6d607e8ea2220c319d53963078c2db2","group project","alternating","higher","satisfied",7
"d6d607e8ea2220c319d53963078c2db2","weekend","repeating","higher","annoyed",1
"d6d607e8ea2220c319d53963078c2db2","weekend","repeating","higher","satisfied",6
"d6d607e8ea2220c319d53963078c2db2","meeting prep","alternating","equal","annoyed",1
"d6d607e8ea2220c319d53963078c2db2","meeting prep","alternating","equal","satisfied",7
"d6d607e8ea2220c319d53963078c2db2","fundraising","repeating","just_met","annoyed",4
"d6d607e8ea2220c319d53963078c2db2","fundraising","repeating","just_met","satisfied",3
"d6d607e8ea2220c319d53963078c2db2","concerts","repeating","equal","annoyed",1
"d6d607e8ea2220c319d53963078c2db2","concerts","repeating","equal","satisfied",7
"d6d607e8ea2220c319d53963078c2db2","babysitting","repeating","lower","annoyed",4
"d6d607e8ea2220c319d53963078c2db2","babysitting","repeating","lower","satisfied",5
"d6d607e8ea2220c319d53963078c2db2","architects","repeating","lower","annoyed",5
"d6d607e8ea2220c319d53963078c2db2","architects","repeating","lower","satisfied",1
"d6d607e8ea2220c319d53963078c2db2","groceries","alternating","just_met","annoyed",1
"d6d607e8ea2220c319d53963078c2db2","groceries","alternating","just_met","satisfied",7
"d6d607e8ea2220c319d53963078c2db2","gifts","alternating","equal","annoyed",1
"d6d607e8ea2220c319d53963078c2db2","gifts","alternating","equal","satisfied",7
"d6d607e8ea2220c319d53963078c2db2","family meals","alternating","just_met","annoyed",1
"d6d607e8ea2220c319d53963078c2db2","family meals","alternating","just_met","satisfied",7
"d6d607e8ea2220c319d53963078c2db2","coffee","alternating","higher","annoyed",3
"d6d607e8ea2220c319d53963078c2db2","coffee","alternating","higher","satisfied",7
"d6d607e8ea2220c319d53963078c2db2","restaurant","alternating","lower","annoyed",2
"d6d607e8ea2220c319d53963078c2db2","restaurant","alternating","lower","satisfied",7
"d6d607e8ea2220c319d53963078c2db2","housemates","alternating","lower","annoyed",4
"d6d607e8ea2220c319d53963078c2db2","housemates","alternating","lower","satisfied",7
"d6d607e8ea2220c319d53963078c2db2","scheduling","repeating","equal","annoyed",1
"d6d607e8ea2220c319d53963078c2db2","scheduling","repeating","equal","satisfied",7
"d6d607e8ea2220c319d53963078c2db2","police","repeating","higher","annoyed",1
"d6d607e8ea2220c319d53963078c2db2","police","repeating","higher","satisfied",5
"d0fb12c8a2a5841f6cfb5947c91a7520","concerts","repeating","lower","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","concerts","repeating","lower","satisfied",4
"d0fb12c8a2a5841f6cfb5947c91a7520","babysitting","repeating","just_met","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","babysitting","repeating","just_met","satisfied",6
"d0fb12c8a2a5841f6cfb5947c91a7520","gifts","alternating","lower","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","gifts","alternating","lower","satisfied",7
"d0fb12c8a2a5841f6cfb5947c91a7520","scheduling","repeating","lower","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","scheduling","repeating","lower","satisfied",6
"d0fb12c8a2a5841f6cfb5947c91a7520","weekend","repeating","equal","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","weekend","repeating","equal","satisfied",6
"d0fb12c8a2a5841f6cfb5947c91a7520","architects","repeating","just_met","annoyed",2
"d0fb12c8a2a5841f6cfb5947c91a7520","architects","repeating","just_met","satisfied",6
"d0fb12c8a2a5841f6cfb5947c91a7520","meeting prep","alternating","lower","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","meeting prep","alternating","lower","satisfied",5
"d0fb12c8a2a5841f6cfb5947c91a7520","group project","alternating","equal","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","group project","alternating","equal","satisfied",7
"d0fb12c8a2a5841f6cfb5947c91a7520","police","repeating","equal","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","police","repeating","equal","satisfied",7
"d0fb12c8a2a5841f6cfb5947c91a7520","family meals","repeating","higher","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","family meals","repeating","higher","satisfied",7
"d0fb12c8a2a5841f6cfb5947c91a7520","fundraising","alternating","higher","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","fundraising","alternating","higher","satisfied",6
"d0fb12c8a2a5841f6cfb5947c91a7520","groceries","repeating","higher","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","groceries","repeating","higher","satisfied",7
"d0fb12c8a2a5841f6cfb5947c91a7520","restaurant","alternating","just_met","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","restaurant","alternating","just_met","satisfied",7
"d0fb12c8a2a5841f6cfb5947c91a7520","coffee","alternating","equal","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","coffee","alternating","equal","satisfied",7
"d0fb12c8a2a5841f6cfb5947c91a7520","feedback","alternating","higher","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","feedback","alternating","higher","satisfied",5
"d0fb12c8a2a5841f6cfb5947c91a7520","housemates","alternating","just_met","annoyed",1
"d0fb12c8a2a5841f6cfb5947c91a7520","housemates","alternating","just_met","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","feedback","repeating","higher","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","feedback","repeating","higher","satisfied",6
"9505ed51dc3d4532a92f4077b69f14f0","coffee","alternating","lower","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","coffee","alternating","lower","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","scheduling","repeating","lower","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","scheduling","repeating","lower","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","concerts","repeating","equal","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","concerts","repeating","equal","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","restaurant","alternating","equal","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","restaurant","alternating","equal","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","architects","repeating","just_met","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","architects","repeating","just_met","satisfied",6
"9505ed51dc3d4532a92f4077b69f14f0","housemates","alternating","higher","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","housemates","alternating","higher","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","babysitting","repeating","lower","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","babysitting","repeating","lower","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","fundraising","alternating","lower","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","fundraising","alternating","lower","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","meeting prep","alternating","equal","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","meeting prep","alternating","equal","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","family meals","alternating","just_met","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","family meals","alternating","just_met","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","police","repeating","higher","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","police","repeating","higher","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","weekend","repeating","equal","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","weekend","repeating","equal","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","group project","alternating","higher","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","group project","alternating","higher","satisfied",6
"9505ed51dc3d4532a92f4077b69f14f0","groceries","repeating","just_met","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","groceries","repeating","just_met","satisfied",7
"9505ed51dc3d4532a92f4077b69f14f0","gifts","alternating","just_met","annoyed",1
"9505ed51dc3d4532a92f4077b69f14f0","gifts","alternating","just_met","satisfied",7
"817fada6ffd957fedafb4658c3048035","family meals","alternating","higher","annoyed",1
"817fada6ffd957fedafb4658c3048035","family meals","alternating","higher","satisfied",6
"817fada6ffd957fedafb4658c3048035","coffee","repeating","just_met","annoyed",1
"817fada6ffd957fedafb4658c3048035","coffee","repeating","just_met","satisfied",6
"817fada6ffd957fedafb4658c3048035","concerts","alternating","lower","annoyed",1
"817fada6ffd957fedafb4658c3048035","concerts","alternating","lower","satisfied",5
"817fada6ffd957fedafb4658c3048035","architects","repeating","higher","annoyed",3
"817fada6ffd957fedafb4658c3048035","architects","repeating","higher","satisfied",4
"817fada6ffd957fedafb4658c3048035","group project","repeating","equal","annoyed",5
"817fada6ffd957fedafb4658c3048035","group project","repeating","equal","satisfied",2
"817fada6ffd957fedafb4658c3048035","scheduling","alternating","just_met","annoyed",1
"817fada6ffd957fedafb4658c3048035","scheduling","alternating","just_met","satisfied",6
"817fada6ffd957fedafb4658c3048035","police","alternating","equal","annoyed",1
"817fada6ffd957fedafb4658c3048035","police","alternating","equal","satisfied",7
"817fada6ffd957fedafb4658c3048035","gifts","alternating","higher","annoyed",2
"817fada6ffd957fedafb4658c3048035","gifts","alternating","higher","satisfied",5
"817fada6ffd957fedafb4658c3048035","restaurant","repeating","lower","annoyed",1
"817fada6ffd957fedafb4658c3048035","restaurant","repeating","lower","satisfied",7
"817fada6ffd957fedafb4658c3048035","meeting prep","repeating","lower","annoyed",3
"817fada6ffd957fedafb4658c3048035","meeting prep","repeating","lower","satisfied",3
"817fada6ffd957fedafb4658c3048035","feedback","alternating","equal","annoyed",1
"817fada6ffd957fedafb4658c3048035","feedback","alternating","equal","satisfied",6
"817fada6ffd957fedafb4658c3048035","fundraising","repeating","just_met","annoyed",4
"817fada6ffd957fedafb4658c3048035","fundraising","repeating","just_met","satisfied",3
"817fada6ffd957fedafb4658c3048035","babysitting","alternating","just_met","annoyed",1
"817fada6ffd957fedafb4658c3048035","babysitting","alternating","just_met","satisfied",7
"817fada6ffd957fedafb4658c3048035","groceries","repeating","higher","annoyed",1
"817fada6ffd957fedafb4658c3048035","groceries","repeating","higher","satisfied",6
"817fada6ffd957fedafb4658c3048035","weekend","alternating","lower","annoyed",2
"817fada6ffd957fedafb4658c3048035","weekend","alternating","lower","satisfied",5
"817fada6ffd957fedafb4658c3048035","housemates","repeating","equal","annoyed",3
"817fada6ffd957fedafb4658c3048035","housemates","repeating","equal","satisfied",4
"1dd9b499ff387e1a39e2f5e52f75c34c","groceries","alternating","lower","annoyed",1
"1dd9b499ff387e1a39e2f5e52f75c34c","groceries","alternating","lower","satisfied",6
"1dd9b499ff387e1a39e2f5e52f75c34c","gifts","repeating","lower","annoyed",1
"1dd9b499ff387e1a39e2f5e52f75c34c","gifts","repeating","lower","satisfied",7
"1dd9b499ff387e1a39e2f5e52f75c34c","coffee","repeating","equal","annoyed",1
"1dd9b499ff387e1a39e2f5e52f75c34c","coffee","repeating","equal","satisfied",6
"1dd9b499ff387e1a39e2f5e52f75c34c","concerts","alternating","higher","annoyed",1
"1dd9b499ff387e1a39e2f5e52f75c34c","concerts","alternating","higher","satisfied",7
"1dd9b499ff387e1a39e2f5e52f75c34c","family meals","repeating","lower","annoyed",1
"1dd9b499ff387e1a39e2f5e52f75c34c","family meals","repeating","lower","satisfied",7
"1dd9b499ff387e1a39e2f5e52f75c34c","fundraising","repeating","equal","annoyed",1
"1dd9b499ff387e1a39e2f5e52f75c34c","fundraising","repeating","equal","satisfied",6
"1dd9b499ff387e1a39e2f5e52f75c34c","babysitting","alternating","equal","annoyed",1
"1dd9b499ff387e1a39e2f5e52f75c34c","babysitting","alternating","equal","satisfied",7
"1dd9b499ff387e1a39e2f5e52f75c34c","police","repeating","just_met","annoyed",1
"1dd9b499ff387e1a39e2f5e52f75c34c","police","repeating","just_met","satisfied",6
"1dd9b499ff387e1a39e2f5e52f75c34c","weekend","alternating","higher","annoyed",1
