subject_id,story,altruistic_status,first_meeting,stage,response,response_status,strategy,understood
5743c964eb8ed0000ff798ac,feedback,more,alice,second,bob,less,alternating,yes
5743c964eb8ed0000ff798ac,group project,less,alice,first,bob,more,,yes
5743c964eb8ed0000ff798ac,group project,less,alice,second,bob,more,repeating,yes
5743c964eb8ed0000ff798ac,gifts,more,alice,first,bob,less,,yes
5743c964eb8ed0000ff798ac,gifts,more,alice,second,bob,less,repeating,yes
5743c964eb8ed0000ff798ac,meeting location,equal,alice,first,alice,equal,,yes
5743c964eb8ed0000ff798ac,meeting location,equal,alice,second,alice,equal,repeating,yes
5743c964eb8ed0000ff798ac,fundraising,more,bob,first,alice,less,,yes
5743c964eb8ed0000ff798ac,fundraising,more,bob,second,alice,less,repeating,yes
5743c964eb8ed0000ff798ac,restaurant,equal,bob,first,bob,equal,,yes
5743c964eb8ed0000ff798ac,restaurant,equal,bob,second,alice,equal,alternating,yes
58a63a64ea3d11000170e1cc,babysitting,equal,alice,first,alice,equal,,yes
58a63a64ea3d11000170e1cc,babysitting,equal,alice,second,bob,equal,alternating,yes
58a63a64ea3d11000170e1cc,meeting prep,less,alice,first,alice,less,,yes
58a63a64ea3d11000170e1cc,meeting prep,less,alice,second,alice,less,repeating,yes
58a63a64ea3d11000170e1cc,group project,equal,alice,first,alice,equal,,yes
58a63a64ea3d11000170e1cc,group project,equal,alice,second,bob,equal,alternating,yes
58a63a64ea3d11000170e1cc,restaurant,more,bob,first,alice,less,,yes
58a63a64ea3d11000170e1cc,restaurant,more,bob,second,alice,less,repeating,yes
58a63a64ea3d11000170e1cc,scheduling,more,alice,first,bob,less,,yes
58a63a64ea3d11000170e1cc,scheduling,more,alice,second,bob,less,repeating,yes
58a63a64ea3d11000170e1cc,meeting location,more,alice,first,bob,less,,yes
58a63a64ea3d11000170e1cc,meeting location,more,alice,second,bob,less,repeating,yes
58a63a64ea3d11000170e1cc,weekend,less,bob,first,bob,less,,yes
58a63a64ea3d11000170e1cc,weekend,less,bob,second,bob,less,repeating,yes
58a63a64ea3d11000170e1cc,conversation,more,bob,first,bob,more,,yes
58a63a64ea3d11000170e1cc,conversation,more,bob,second,alice,less,alternating,yes
58a63a64ea3d11000170e1cc,feedback,less,bob,first,bob,less,,yes
58a63a64ea3d11000170e1cc,feedback,less,bob,second,alice,more,alternating,yes
58a63a64ea3d11000170e1cc,fundraising,less,alice,first,alice,less,,yes
58a63a64ea3d11000170e1cc,fundraising,less,alice,second,alice,less,repeating,yes
58a63a64ea3d11000170e1cc,architects,equal,bob,first,alice,equal,,yes
58a63a64ea3d11000170e1cc,architects,equal,bob,second,alice,equal,repeating,yes
58a63a64ea3d11000170e1cc,gifts,less,bob,first,alice,more,,yes
58a63a64ea3d11000170e1cc,gifts,less,bob,second,alice,more,repeating,yes
58a63a64ea3d11000170e1cc,coffee,equal,bob,first,alice,equal,,yes
58a63a64ea3d11000170e1cc,coffee,equal,bob,second,alice,equal,repeating,yes
58a63a64ea3d11000170e1cc,police,less,alice,first,alice,less,,yes
58a63a64ea3d11000170e1cc,police,less,alice,second,alice,less,repeating,yes
58a63a64ea3d11000170e1cc,groceries,equal,bob,first,bob,equal,,yes
58a63a64ea3d11000170e1cc,groceries,equal,bob,second,alice,equal,alternating,yes
58a63a64ea3d11000170e1cc,family meals,equal,alice,first,alice,equal,,yes
58a63a64ea3d11000170e1cc,family meals,equal,alice,second,bob,equal,alternating,yes
58a63a64ea3d11000170e1cc,housemates,more,alice,first,bob,less,,yes
58a63a64ea3d11000170e1cc,housemates,more,alice,second,bob,less,repeating,yes
58a63a64ea3d11000170e1cc,concerts,more,bob,first,bob,more,,yes
58a63a64ea3d11000170e1cc,concerts,more,bob,second,alice,less,alternating,yes
59b1986ac05bb50001eb3a5f,feedback,less,bob,first,bob,less,,yes
59b1986ac05bb50001eb3a5f,feedback,less,bob,second,alice,more,alternating,yes
59b1986ac05bb50001eb3a5f,conversation,more,bob,first,alice,less,,yes
59b1986ac05bb50001eb3a5f,conversation,more,bob,second,alice,less,repeating,yes
59b1986ac05bb50001eb3a5f,fundraising,less,alice,first,alice,less,,yes
59b1986ac05bb50001eb3a5f,fundraising,less,alice,second,alice,less,repeating,yes
59b1986ac05bb50001eb3a5f,concerts,more,bob,first,bob,more,,yes
59b1986ac05bb50001eb3a5f,concerts,more,bob,second,alice,less,alternating,yes
59b1986ac05bb50001eb3a5f,babysitting,equal,alice,first,alice,equal,,yes
59b1986ac05bb50001eb3a5f,babysitting,equal,alice,second,bob,equal,alternating,yes
59b1986ac05bb50001eb3a5f,police,less,alice,first,bob,more,,yes
59b1986ac05bb50001eb3a5f,police,less,alice,second,alice,less,alternating,yes
59b1986ac05bb50001eb3a5f,housemates,more,alice,first,bob,less,,yes
59b1986ac05bb50001eb3a5f,housemates,more,alice,second,bob,less,repeating,yes
59b1986ac05bb50001eb3a5f,weekend,less,bob,first,bob,less,,yes
59b1986ac05bb50001eb3a5f,weekend,less,bob,second,alice,more,alternating,yes
59b1986ac05bb50001eb3a5f,restaurant,more,bob,first,alice,less,,yes
59b1986ac05bb50001eb3a5f,restaurant,more,bob,second,alice,less,repeating,yes
59b1986ac05bb50001eb3a5f,coffee,equal,bob,first,bob,equal,,yes
59b1986ac05bb50001eb3a5f,coffee,equal,bob,second,alice,equal,alternating,yes
59b1986ac05bb50001eb3a5f,architects,equal,bob,first,alice,equal,,yes
59b1986ac05bb50001eb3a5f,architects,equal,bob,second,alice,equal,repeating,yes
59b1986ac05bb50001eb3a5f,meeting prep,less,alice,first,bob,more,,yes
59b1986ac05bb50001eb3a5f,meeting prep,less,alice,second,bob,more,repeating,yes
59b1986ac05bb50001eb3a5f,groceries,equal,bob,first,bob,equal,,yes
59b1986ac05bb50001eb3a5f,groceries,equal,bob,second,alice,equal,alternating,yes
59b1986ac05bb50001eb3a5f,scheduling,more,alice,first,bob,less,,yes
59b1986ac05bb50001eb3a5f,scheduling,more,alice,second,alice,more,alternating,yes
59b1986ac05bb50001eb3a5f,gifts,less,bob,first,alice,more,,yes
59b1986ac05bb50001eb3a5f,gifts,less,bob,second,bob,less,alternating,yes
59b1986ac05bb50001eb3a5f,group project,equal,alice,first,bob,equal,,yes
59b1986ac05bb50001eb3a5f,group project,equal,alice,second,bob,equal,repeating,yes
59b1986ac05bb50001eb3a5f,family meals,equal,alice,first,bob,equal,,yes
59b1986ac05bb50001eb3a5f,family meals,equal,alice,second,alice,equal,alternating,yes
59b1986ac05bb50001eb3a5f,meeting location,more,alice,first,bob,less,,yes
59b1986ac05bb50001eb3a5f,meeting location,more,alice,second,alice,more,alternating,yes
5cfb6018bdfd56001820466f,meeting location,equal,bob,first,alice,equal,,yes
5cfb6018bdfd56001820466f,meeting location,equal,bob,second,bob,equal,alternating,yes
5cfb6018bdfd56001820466f,gifts,more,bob,first,alice,less,,yes
5cfb6018bdfd56001820466f,gifts,more,bob,second,bob,more,alternating,yes
5cfb6018bdfd56001820466f,groceries,less,bob,first,bob,less,,yes
5cfb6018bdfd56001820466f,groceries,less,bob,second,alice,more,alternating,yes
5cfb6018bdfd56001820466f,family meals,less,alice,first,alice,less,,yes
5cfb6018bdfd56001820466f,family meals,less,alice,second,alice,less,repeating,yes
5cfb6018bdfd56001820466f,feedback,equal,alice,first,alice,equal,,yes
5cfb6018bdfd56001820466f,feedback,equal,alice,second,bob,equal,alternating,yes
5cfb6018bdfd56001820466f,group project,more,bob,first,bob,more,,yes
5cfb6018bdfd56001820466f,group project,more,bob,second,bob,more,repeating,yes
5cfb6018bdfd56001820466f,architects,more,bob,first,alice,less,,yes
5cfb6018bdfd56001820466f,architects,more,bob,second,bob,more,alternating,yes
5cfb6018bdfd56001820466f,fundraising,more,alice,first,alice,more,,yes
5cfb6018bdfd56001820466f,fundraising,more,alice,second,alice,more,repeating,yes
5cfb6018bdfd56001820466f,weekend,less,alice,first,alice,less,,yes
5cfb6018bdfd56001820466f,weekend,less,alice,second,alice,less,repeating,yes
5cfb6018bdfd56001820466f,conversation,less,bob,first,alice,more,,yes
5cfb6018bdfd56001820466f,conversation,less,bob,second,bob,less,alternating,yes
5cfb6018bdfd56001820466f,coffee,less,bob,first,bob,less,,yes
5cfb6018bdfd56001820466f,coffee,less,bob,second,alice,more,alternating,yes
5cfb6018bdfd56001820466f,restaurant,equal,alice,first,bob,equal,,yes
5cfb6018bdfd56001820466f,restaurant,equal,alice,second,alice,equal,alternating,yes
5cfb6018bdfd56001820466f,concerts,equal,bob,first,bob,equal,,yes
5cfb6018bdfd56001820466f,concerts,equal,bob,second,alice,equal,alternating,yes
5cfb6018bdfd56001820466f,meeting prep,more,alice,first,bob,less,,yes
5cfb6018bdfd56001820466f,meeting prep,more,alice,second,bob,less,repeating,yes
5cfb6018bdfd56001820466f,police,equal,bob,first,alice,equal,,yes
5cfb6018bdfd56001820466f,police,equal,bob,second,alice,equal,repeating,yes
5cfb6018bdfd56001820466f,housemates,equal,alice,first,bob,equal,,yes
5cfb6018bdfd56001820466f,housemates,equal,alice,second,bob,equal,repeating,yes
5cfb6018bdfd56001820466f,scheduling,less,alice,first,alice,less,,yes
5cfb6018bdfd56001820466f,scheduling,less,alice,second,alice,less,repeating,yes
5cfb6018bdfd56001820466f,babysitting,more,alice,first,bob,less,,yes
5cfb6018bdfd56001820466f,babysitting,more,alice,second,bob,less,repeating,yes
5d8d5cc4c83a770013213a84,feedback,equal,alice,first,bob,equal,,yes
5d8d5cc4c83a770013213a84,feedback,equal,alice,second,bob,equal,repeating,yes
5d8d5cc4c83a770013213a84,police,equal,bob,first,bob,equal,,yes
5d8d5cc4c83a770013213a84,police,equal,bob,second,alice,equal,alternating,yes
5d8d5cc4c83a770013213a84,fundraising,equal,bob,first,alice,equal,,yes
5d8d5cc4c83a770013213a84,fundraising,equal,bob,second,alice,equal,repeating,yes
5d8d5cc4c83a770013213a84,architects,more,alice,first,alice,more,,yes
5d8d5cc4c83a770013213a84,architects,more,alice,second,alice,more,repeating,yes
5d8d5cc4c83a770013213a84,babysitting,more,bob,first,alice,less,,yes
5d8d5cc4c83a770013213a84,babysitting,more,bob,second,alice,less,repeating,yes
5d8d5cc4c83a770013213a84,coffee,more,alice,first,bob,less,,yes
5d8d5cc4c83a770013213a84,coffee,more,alice,second,alice,more,alternating,yes
5d8d5cc4c83a770013213a84,restaurant,less,bob,first,bob,less,,yes
5d8d5cc4c83a770013213a84,restaurant,less,bob,second,bob,less,repeating,yes
5d8d5cc4c83a770013213a84,groceries,more,alice,first,bob,less,,yes
5d8d5cc4c83a770013213a84,groceries,more,alice,second,alice,more,alternating,yes
5d8d5cc4c83a770013213a84,meeting location,less,alice,first,alice,less,,yes
5d8d5cc4c83a770013213a84,meeting location,less,alice,second,alice,less,repeating,yes
5d8d5cc4c83a770013213a84,family meals,more,bob,first,bob,more,,yes
5d8d5cc4c83a770013213a84,family meals,more,bob,second,bob,more,repeating,yes
5d8d5cc4c83a770013213a84,housemates,less,alice,first,bob,more,,yes
5d8d5cc4c83a770013213a84,housemates,less,alice,second,alice,less,alternating,yes
5d8d5cc4c83a770013213a84,gifts,equal,alice,first,bob,equal,,yes
5d8d5cc4c83a770013213a84,gifts,equal,alice,second,bob,equal,repeating,yes
5d8d5cc4c83a770013213a84,conversation,less,bob,first,alice,more,,yes
5d8d5cc4c83a770013213a84,conversation,less,bob,second,bob,less,alternating,yes
5d8d5cc4c83a770013213a84,group project,more,bob,first,bob,more,,yes
5d8d5cc4c83a770013213a84,group project,more,bob,second,bob,more,repeating,yes
5d8d5cc4c83a770013213a84,concerts,less,bob,first,alice,more,,yes
5d8d5cc4c83a770013213a84,concerts,less,bob,second,bob,less,alternating,yes
5d8d5cc4c83a770013213a84,scheduling,less,alice,first,alice,less,,yes
5d8d5cc4c83a770013213a84,scheduling,less,alice,second,alice,less,repeating,yes
5d8d5cc4c83a770013213a84,weekend,equal,alice,first,bob,equal,,yes
5d8d5cc4c83a770013213a84,weekend,equal,alice,second,bob,equal,repeating,yes
5d8d5cc4c83a770013213a84,meeting prep,equal,bob,first,alice,equal,,yes
5d8d5cc4c83a770013213a84,meeting prep,equal,bob,second,bob,equal,alternating,yes
5daa9e16546237001681d0f1,meeting prep,more,alice,first,alice,more,,yes
5daa9e16546237001681d0f1,meeting prep,more,alice,second,bob,less,alternating,yes
5daa9e16546237001681d0f1,housemates,equal,bob,first,alice,equal,,yes
5daa9e16546237001681d0f1,housemates,equal,bob,second,alice,equal,repeating,yes
5daa9e16546237001681d0f1,groceries,less,alice,first,alice,less,,yes
5daa9e16546237001681d0f1,groceries,less,alice,second,alice,less,repeating,yes
5daa9e16546237001681d0f1,weekend,more,bob,first,alice,less,,yes
5daa9e16546237001681d0f1,weekend,more,bob,second,bob,more,alternating,yes
5daa9e16546237001681d0f1,architects,less,alice,first,bob,more,,yes
5daa9e16546237001681d0f1,architects,less,alice,second,alice,less,alternating,yes
5daa9e16546237001681d0f1,babysitting,less,bob,first,bob,less,,yes
5daa9e16546237001681d0f1,babysitting,less,bob,second,alice,more,alternating,yes
5daa9e16546237001681d0f1,restaurant,equal,alice,first,alice,equal,,yes
5daa9e16546237001681d0f1,restaurant,equal,alice,second,bob,equal,alternating,yes
5daa9e16546237001681d0f1,scheduling,equal,bob,first,bob,equal,,yes
5daa9e16546237001681d0f1,scheduling,equal,bob,second,alice,equal,alternating,yes
5daa9e16546237001681d0f1,police,more,alice,first,alice,more,,yes
5daa9e16546237001681d0f1,police,more,alice,second,alice,more,repeating,yes
5daa9e16546237001681d0f1,feedback,more,bob,first,alice,less,,yes
5daa9e16546237001681d0f1,feedback,more,bob,second,alice,less,repeating,yes
5daa9e16546237001681d0f1,conversation,equal,alice,first,alice,equal,,yes
5daa9e16546237001681d0f1,conversation,equal,alice,second,bob,equal,alternating,yes
5daa9e16546237001681d0f1,coffee,less,alice,first,bob,more,,yes
5daa9e16546237001681d0f1,coffee,less,alice,second,alice,less,alternating,yes
5daa9e16546237001681d0f1,family meals,less,bob,first,alice,more,,yes
5daa9e16546237001681d0f1,family meals,less,bob,second,bob,less,alternating,yes
5daa9e16546237001681d0f1,concerts,equal,alice,first,alice,equal,,yes
5daa9e16546237001681d0f1,concerts,equal,alice,second,bob,equal,alternating,yes
5daa9e16546237001681d0f1,fundraising,more,alice,first,alice,more,,yes
5daa9e16546237001681d0f1,fundraising,more,alice,second,alice,more,repeating,yes
5daa9e16546237001681d0f1,group project,less,bob,first,alice,more,,yes
5daa9e16546237001681d0f1,group project,less,bob,second,alice,more,repeating,yes
5daa9e16546237001681d0f1,meeting location,equal,bob,first,alice,equal,,yes
5daa9e16546237001681d0f1,meeting location,equal,bob,second,alice,equal,repeating,yes
5daa9e16546237001681d0f1,gifts,more,bob,first,bob,more,,yes
5daa9e16546237001681d0f1,gifts,more,bob,second,alice,less,alternating,yes
5e507b71b0c66e0d228c0af7,gifts,more,alice,first,alice,more,,yes
5e507b71b0c66e0d228c0af7,gifts,more,alice,second,bob,less,alternating,yes
5e507b71b0c66e0d228c0af7,coffee,less,alice,first,bob,more,,yes
5e507b71b0c66e0d228c0af7,coffee,less,alice,second,alice,less,alternating,yes
5e507b71b0c66e0d228c0af7,meeting prep,more,bob,first,alice,less,,yes
5e507b71b0c66e0d228c0af7,meeting prep,more,bob,second,bob,more,alternating,yes
5e507b71b0c66e0d228c0af7,restaurant,equal,bob,first,alice,equal,,yes
5e507b71b0c66e0d228c0af7,restaurant,equal,bob,second,alice,equal,repeating,yes
5e507b71b0c66e0d228c0af7,group project,more,alice,first,alice,more,,yes
5e507b71b0c66e0d228c0af7,group project,more,alice,second,alice,more,repeating,yes
5e507b71b0c66e0d228c0af7,meeting location,equal,alice,first,alice,equal,,yes
5e507b71b0c66e0d228c0af7,meeting location,equal,alice,second,bob,equal,alternating,yes
5e507b71b0c66e0d228c0af7,conversation,less,alice,first,bob,more,,yes
5e507b71b0c66e0d228c0af7,conversation,less,alice,second,bob,more,repeating,yes
5e507b71b0c66e0d228c0af7,groceries,less,alice,first,bob,more,,yes
5e507b71b0c66e0d228c0af7,groceries,less,alice,second,alice,less,alternating,yes
5e507b71b0c66e0d228c0af7,architects,more,alice,first,alice,more,,yes
5e507b71b0c66e0d228c0af7,architects,more,alice,second,alice,more,repeating,yes
5e507b71b0c66e0d228c0af7,fundraising,more,bob,first,alice,less,,yes
5e507b71b0c66e0d228c0af7,fundraising,more,bob,second,alice,less,repeating,yes
5e507b71b0c66e0d228c0af7,feedback,equal,bob,first,alice,equal,,yes
5e507b71b0c66e0d228c0af7,feedback,equal,bob,second,alice,equal,repeating,yes
5e507b71b0c66e0d228c0af7,police,equal,alice,first,alice,equal,,yes
5e507b71b0c66e0d228c0af7,police,equal,alice,second,bob,equal,alternating,yes
5e507b71b0c66e0d228c0af7,scheduling,less,bob,first,bob,less,,yes
5e507b71b0c66e0d228c0af7,scheduling,less,bob,second,bob,less,repeating,yes
5e507b71b0c66e0d228c0af7,weekend,less,bob,first,bob,less,,yes
5e507b71b0c66e0d228c0af7,weekend,less,bob,second,alice,more,alternating,yes
5e507b71b0c66e0d228c0af7,family meals,less,bob,first,bob,less,,yes
5e507b71b0c66e0d228c0af7,family meals,less,bob,second,alice,more,alternating,yes
5e507b71b0c66e0d228c0af7,housemates,equal,bob,first,alice,equal,,yes
5e507b71b0c66e0d228c0af7,housemates,equal,bob,second,alice,equal,repeating,yes
5e507b71b0c66e0d228c0af7,concerts,equal,alice,first,alice,equal,,yes
5e507b71b0c66e0d228c0af7,concerts,equal,alice,second,bob,equal,alternating,yes
5e507b71b0c66e0d228c0af7,babysitting,more,bob,first,alice,less,,yes
5e507b71b0c66e0d228c0af7,babysitting,more,bob,second,alice,less,repeating,yes
5e52d53f158f1d2ead6fcf06,police,equal,alice,first,alice,equal,,yes
5e52d53f158f1d2ead6fcf06,police,equal,alice,second,bob,equal,alternating,yes
5e52d53f158f1d2ead6fcf06,architects,more,bob,first,bob,more,,yes
5e52d53f158f1d2ead6fcf06,architects,more,bob,second,bob,more,repeating,yes
5e52d53f158f1d2ead6fcf06,fundraising,equal,alice,first,alice,equal,,yes
5e52d53f158f1d2ead6fcf06,fundraising,equal,alice,second,alice,equal,repeating,yes
5e52d53f158f1d2ead6fcf06,conversation,less,alice,first,bob,more,,yes
5e52d53f158f1d2ead6fcf06,conversation,less,alice,second,alice,less,alternating,yes
5e52d53f158f1d2ead6fcf06,weekend,equal,bob,first,bob,equal,,yes
5e52d53f158f1d2ead6fcf06,weekend,equal,bob,second,bob,equal,repeating,yes
5e52d53f158f1d2ead6fcf06,concerts,less,alice,first,bob,more,,yes
5e52d53f158f1d2ead6fcf06,concerts,less,alice,second,bob,more,repeating,yes
5e52d53f158f1d2ead6fcf06,gifts,equal,bob,first,alice,equal,,yes
5e52d53f158f1d2ead6fcf06,gifts,equal,bob,second,alice,equal,repeating,yes
5e52d53f158f1d2ead6fcf06,restaurant,less,alice,first,alice,less,,yes
5e52d53f158f1d2ead6fcf06,restaurant,less,alice,second,bob,more,alternating,yes
5e52d53f158f1d2ead6fcf06,group project,more,alice,first,alice,more,,yes
5e52d53f158f1d2ead6fcf06,group project,more,alice,second,alice,more,repeating,yes
5e52d53f158f1d2ead6fcf06,groceries,more,bob,first,alice,less,,yes
5e52d53f158f1d2ead6fcf06,groceries,more,bob,second,alice,less,repeating,yes
5e52d53f158f1d2ead6fcf06,meeting prep,equal,alice,first,alice,equal,,yes
5e52d53f158f1d2ead6fcf06,meeting prep,equal,alice,second,bob,equal,alternating,yes
5e52d53f158f1d2ead6fcf06,coffee,more,bob,first,bob,more,,yes
5e52d53f158f1d2ead6fcf06,coffee,more,bob,second,bob,more,repeating,yes
5e52d53f158f1d2ead6fcf06,family meals,more,alice,first,alice,more,,yes
5e52d53f158f1d2ead6fcf06,family meals,more,alice,second,alice,more,repeating,yes
5e52d53f158f1d2ead6fcf06,babysitting,more,alice,first,bob,less,,yes
5e52d53f158f1d2ead6fcf06,babysitting,more,alice,second,bob,less,repeating,yes
5e52d53f158f1d2ead6fcf06,housemates,less,bob,first,bob,less,,yes
5e52d53f158f1d2ead6fcf06,housemates,less,bob,second,bob,less,repeating,yes
5e52d53f158f1d2ead6fcf06,meeting location,less,bob,first,bob,less,,yes
5e52d53f158f1d2ead6fcf06,meeting location,less,bob,second,bob,less,repeating,yes
5e52d53f158f1d2ead6fcf06,feedback,equal,bob,first,alice,equal,,yes
5e52d53f158f1d2ead6fcf06,feedback,equal,bob,second,alice,equal,repeating,yes
5e52d53f158f1d2ead6fcf06,scheduling,less,bob,first,bob,less,,yes
5e52d53f158f1d2ead6fcf06,scheduling,less,bob,second,bob,less,repeating,yes
5efbc378758e3d16577886e1,group project,more,bob,first,bob,more,,yes
5efbc378758e3d16577886e1,group project,more,bob,second,bob,more,repeating,yes
5efbc378758e3d16577886e1,police,equal,bob,first,alice,equal,,yes
5efbc378758e3d16577886e1,police,equal,bob,second,alice,equal,repeating,yes
5efbc378758e3d16577886e1,gifts,equal,alice,first,alice,equal,,yes
5efbc378758e3d16577886e1,gifts,equal,alice,second,bob,equal,alternating,yes
5efbc378758e3d16577886e1,coffee,more,alice,first,alice,more,,yes
5efbc378758e3d16577886e1,coffee,more,alice,second,alice,more,repeating,yes
5efbc378758e3d16577886e1,architects,more,alice,first,alice,more,,yes
5efbc378758e3d16577886e1,architects,more,alice,second,bob,less,alternating,yes
5efbc378758e3d16577886e1,meeting prep,equal,bob,first,bob,equal,,yes
5efbc378758e3d16577886e1,meeting prep,equal,bob,second,bob,equal,repeating,yes
5efbc378758e3d16577886e1,housemates,less,alice,first,bob,more,,yes
5efbc378758e3d16577886e1,housemates,less,alice,second,alice,less,alternating,yes
5efbc378758e3d16577886e1,family meals,more,bob,first,bob,more,,yes
5efbc378758e3d16577886e1,family meals,more,bob,second,bob,more,repeating,yes
5efbc378758e3d16577886e1,weekend,equal,alice,first,alice,equal,,yes
5efbc378758e3d16577886e1,weekend,equal,alice,second,bob,equal,alternating,yes
5efbc378758e3d16577886e1,meeting location,less,alice,first,alice,less,,yes
5efbc378758e3d16577886e1,meeting location,less,alice,second,alice,less,repeating,yes
5efbc378758e3d16577886e1,restaurant,less,bob,first,bob,less,,yes
5efbc378758e3d16577886e1,restaurant,less,bob,second,alice,more,alternating,yes
5efbc378758e3d16577886e1,groceries,more,alice,first,bob,less,,yes
5efbc378758e3d16577886e1,groceries,more,alice,second,bob,less,repeating,yes
5efbc378758e3d16577886e1,conversation,less,bob,first,alice,more,,yes
5efbc378758e3d16577886e1,conversation,less,bob,second,bob,less,alternating,yes
5efbc378758e3d16577886e1,babysitting,more,bob,first,alice,less,,yes
5efbc378758e3d16577886e1,babysitting,more,bob,second,bob,more,alternating,yes
5efbc378758e3d16577886e1,fundraising,equal,bob,first,alice,equal,,yes
5efbc378758e3d16577886e1,fundraising,equal,bob,second,alice,equal,repeating,yes
5efbc378758e3d16577886e1,feedback,equal,alice,first,alice,equal,,yes
5efbc378758e3d16577886e1,feedback,equal,alice,second,bob,equal,alternating,yes
5efbc378758e3d16577886e1,concerts,less,bob,first,alice,more,,yes
5efbc378758e3d16577886e1,concerts,less,bob,second,alice,more,repeating,yes
5efbc378758e3d16577886e1,scheduling,less,alice,first,alice,less,,yes
5efbc378758e3d16577886e1,scheduling,less,alice,second,alice,less,repeating,yes
5f1f31b2a78ed40ea1d5e843,family meals,more,bob,first,alice,less,,yes
5f1f31b2a78ed40ea1d5e843,family meals,more,bob,second,bob,more,alternating,yes
5f1f31b2a78ed40ea1d5e843,coffee,more,alice,first,alice,more,,yes
5f1f31b2a78ed40ea1d5e843,coffee,more,alice,second,bob,less,alternating,yes
5f1f31b2a78ed40ea1d5e843,weekend,equal,alice,first,alice,equal,,yes
5f1f31b2a78ed40ea1d5e843,weekend,equal,alice,second,alice,equal,repeating,yes
5f1f31b2a78ed40ea1d5e843,babysitting,more,bob,first,alice,less,,yes
5f1f31b2a78ed40ea1d5e843,babysitting,more,bob,second,alice,less,repeating,yes
5f1f31b2a78ed40ea1d5e843,groceries,more,alice,first,alice,more,,yes
5f1f31b2a78ed40ea1d5e843,groceries,more,alice,second,bob,less,alternating,yes
5f1f31b2a78ed40ea1d5e843,restaurant,less,bob,first,bob,less,,yes
5f1f31b2a78ed40ea1d5e843,restaurant,less,bob,second,alice,more,alternating,yes
5f1f31b2a78ed40ea1d5e843,conversation,less,bob,first,alice,more,,yes
5f1f31b2a78ed40ea1d5e843,conversation,less,bob,second,bob,less,alternating,yes
5f1f31b2a78ed40ea1d5e843,fundraising,equal,bob,first,alice,equal,,yes
5f1f31b2a78ed40ea1d5e843,fundraising,equal,bob,second,alice,equal,repeating,yes
5f1f31b2a78ed40ea1d5e843,group project,more,bob,first,bob,more,,yes
5f1f31b2a78ed40ea1d5e843,group project,more,bob,second,bob,more,repeating,yes
5f1f31b2a78ed40ea1d5e843,housemates,less,alice,first,alice,less,,yes
5f1f31b2a78ed40ea1d5e843,housemates,less,alice,second,alice,less,repeating,yes
5f1f31b2a78ed40ea1d5e843,gifts,equal,alice,first,alice,equal,,yes
5f1f31b2a78ed40ea1d5e843,gifts,equal,alice,second,bob,equal,alternating,yes
5f1f31b2a78ed40ea1d5e843,meeting location,less,alice,first,alice,less,,yes
5f1f31b2a78ed40ea1d5e843,meeting location,less,alice,second,alice,less,repeating,yes
5f1f31b2a78ed40ea1d5e843,architects,more,alice,first,alice,more,,yes
5f1f31b2a78ed40ea1d5e843,architects,more,alice,second,alice,more,repeating,yes
5f1f31b2a78ed40ea1d5e843,feedback,equal,alice,first,bob,equal,,yes
5f1f31b2a78ed40ea1d5e843,feedback,equal,alice,second,bob,equal,repeating,yes
